## cite_days=180
# gene	cites	cite_delta	cite_rank	cite_rank_delta
Cd44	4	-9	2685	-2494
Chrm3	4	-1	2685	301
Crkl	4	-2	2685	-941
Cst3	4	-4	2685	-1966
Ctsd	4	-4	2685	-1966
Cttn	4	-1	2685	301
Des	4	-3	2685	-1613
Drd2	4	-5	2685	-2165
Dsg2	4	-3	2685	-1613
Efnb2	4	-5	2685	-2165
Fosl2	4	-4	2685	-1966
Gja4	4	0	2685	1631
Gpx1	4	4	2685	2123
Hhip	4	-3	2685	-1613
Hmga1	4	4	2685	2123
Id1	4	-8	2685	-2460
Id3	4	-9	2685	-2494
Igf2	4	-11	2685	-2539
Il1rn	4	-3	2685	-1613
Lmnb1	4	-5	2685	-2165
Sh2b3	4	-1	2685	301
Nrxn1	4	-4	2685	-1966
Pah	4	-5	2685	-2165
Enpp2	4	-2	2685	-941
Plod1	4	-1	2685	301
Srgn	4	-2	2685	-941
S100a10	4	4	2685	2123
Cxcl12	4	-15	2685	-2598
Sema7a	4	-2	2685	-941
Sftpd	4	4	2685	2123
Slc16a1	4	-2	2685	-941
Surf4	4	-1	2685	301
Swap70	4	4	2685	2123
Tbp	4	-2	2685	-941
Tgfb3	4	4	2685	2123
Ube2l3	4	4	2685	2123
Def6	4	4	2685	2123
Dlg2	4	-2	2685	-941
Bag3	4	-6	2685	-2307
Dlg3	4	-1	2685	301
Banp	4	4	2685	2123
Irgm2	4	-1	2685	301
Lgals8	4	4	2685	2123
Fmnl1	4	4	2685	2123
Gsdma	4	4	2685	2123
Acss2	4	-2	2685	-941
Exosc3	4	-2	2685	-941
Lztr1	4	4	2685	2123
Catsperz	4	4	2685	2123
Sympk	4	4	2685	2123
Rab14	4	4	2685	2123
Letmd1	4	4	2685	2123
Efcab9	4	4	2685	2123
Pot1b	4	-1	2685	301
2210408F21Rik	4	4	2685	2123
Cby1	4	-1	2685	301
Perm1	4	-3	2685	-1613
Slco6c1	4	4	2685	2123
Ptchd3	4	4	2685	2123
Slitrk5	4	4	2685	2123
Pank1	4	4	2685	2123
Catsperg2	4	4	2685	2123
Dapl1	4	4	2685	2123
Catsper3	4	4	2685	2123
Notum	4	-2	2685	-941
Gsdmc	4	4	2685	2123
Sacm1l	4	4	2685	2123
Klhl1	4	4	2685	2123
Zfp451	4	4	2685	2123
Golga2	4	-4	2685	-1966
Usp30	4	4	2685	2123
Zdhhc7	4	4	2685	2123
Slc6a8	4	4	2685	2123
Itga9	4	-1	2685	301
Catsperd	4	4	2685	2123
Nsd2	4	4	2685	2123
Dsp	4	4	2685	2123
Fntb	4	4	2685	2123
Hoxd	4	4	2685	2123
H2	4	-4	2685	-1966
Synpo2	4	4	2685	2123
Gpr37l1	4	0	2685	1631
Pknox2	4	-3	2685	-1613
Fanci	4	4	2685	2123
Il23r	4	-1	2685	301
Catsper2	4	4	2685	2123
Hkdc1	4	4	2685	2123
Fermt2	4	-3	2685	-1613
Adamts10	4	4	2685	2123
Vps18	4	4	2685	2123
Glis1	4	-2	2685	-941
Grhl3	4	-4	2685	-1966
Mosmo	4	4	2685	2123
Tpcn2	4	-2	2685	-941
Plcg2	4	-2	2685	-941
Gpr161	4	4	2685	2123
Ypel4	4	4	2685	2123
Bpnt2	4	4	2685	2123
Cpne1	4	4	2685	2123
Tafa1	4	4	2685	2123
Enpp6	4	4	2685	2123
Catsper4	4	4	2685	2123
Lpar5	4	4	2685	2123
Tmem262	4	4	2685	2123
Acd	4	4	2685	2123
Gpr17	4	4	2685	2123
Catspere1	4	4	2685	2123
Tmem249	4	4	2685	2123
Zbed6	4	4	2685	2123
Mhrt	4	-2	2685	-941
Gm25804	4	4	2685	2123
Ackr3	3	-6	2799	-2279
Npy1r	3	-3	2799	-1055
Slc16a2	3	-3	2799	-1055
Snai2	3	3	2799	2009
Tfap2b	3	-3	2799	-1055
Ebi3	3	3	2799	2009
Slco1c1	3	-4	2799	-1727
Calhm2	3	3	2799	2009
Olr1	3	-3	2799	-1055
Abl1	0	-8	2800	-2081
Acadvl	0	-4	2800	1516
Ace	0	-6	2800	-1056
Ache	0	-4	2800	1516
Apoc4	0	-6	2800	-1056
Acp1	0	-6	2800	-1056
Acp2	0	-7	2800	-1728
Acta1	0	-8	2800	-2081
Actn3	0	-4	2800	1516
Acvrl1	0	-6	2800	-1056
Adam12	0	-6	2800	-1056
Adam22	0	-6	2800	-1056
Adam3	0	-7	2800	-1728
Adam8	0	-6	2800	-1056
Adam9	0	-5	2800	186
Adamts1	0	-6	2800	-1056
Adcyap1	0	-7	2800	-1728
Add1	0	-5	2800	186
Plin2	0	-5	2800	186
Adh1	0	-4	2800	1516
Adk	0	-5	2800	186
Gpr182	0	-5	2800	186
Cfd	0	-7	2800	-1728
Adora2b	0	-5	2800	186
Adora3	0	-6	2800	-1056
Adra1a	0	-8	2800	-2081
Adra2a	0	-5	2800	186
Adsl	0	-6	2800	-1056
Aebp1	0	-6	2800	-1056
Afp	0	-5	2800	186
Angpt2	0	-4	2800	1516
Angpt4	0	-5	2800	186
Agrn	0	-8	2800	-2081
Agtr1b	0	-7	2800	-1728
Nr0b1	0	-5	2800	186
Ak2	0	-6	2800	-1056
Ak4	0	-5	2800	186
Akap3	0	-4	2800	1516
Akap4	0	-7	2800	-1728
Alpl	0	-11	2800	-2507
Akp3	0	-6	2800	-1056
Alcam	0	-7	2800	-1728
Aldh2	0	-11	2800	-2507
Aldoa	0	-6	2800	-1056
Alox12b	0	-6	2800	-1056
Gfer	0	-6	2800	-1056
Amh	0	-6	2800	-1056
Ankfy1	0	-6	2800	-1056
Anxa4	0	-5	2800	186
Anxa7	0	-5	2800	186
Prdx3	0	-6	2800	-1056
Prdx6	0	-8	2800	-2081
Ap1m1	0	-5	2800	186
Fabp4	0	-11	2800	-2507
Ap3b1	0	-6	2800	-1056
Birc3	0	-5	2800	186
Birc2	0	-5	2800	186
Cd5l	0	-5	2800	186
Aplp1	0	-7	2800	-1728
Apoa4	0	-6	2800	-1056
Apoc3	0	-6	2800	-1056
Apod	0	-6	2800	-1056
Apoh	0	-5	2800	186
Nr2f2	0	-11	2800	-2507
Aprt	0	-5	2800	186
Rplp0	0	-5	2800	186
Areg	0	-7	2800	-1728
Rhod	0	-5	2800	186
Arhgap5	0	-5	2800	186
Rnd2	0	-6	2800	-1056
Arnt2	0	-7	2800	-1728
Arx	0	-9	2800	-2280
Arsb	0	-6	2800	-1056
Rab27a	0	-7	2800	-1728
Ass1	0	-7	2800	-1728
Ate1	0	-4	2800	1516
Neurod4	0	-6	2800	-1056
Atp2a2	0	-9	2800	-2280
Atp5b	0	-7	2800	-1728
Atp6v0d1	0	-7	2800	-1728
Atp6v0a1	0	-5	2800	186
Atp7a	0	-7	2800	-1728
Atp7b	0	-5	2800	186
Atp8a1	0	-7	2800	-1728
Atp10a	0	-5	2800	186
Axin1	0	-9	2800	-2280
Cep131	0	-5	2800	186
baf	0	-7	2800	-1728
Bak1	0	-10	2800	-2422
Bax	0	-11	2800	-2507
Bckdk	0	-4	2800	1516
Bcl10	0	-6	2800	-1056
Bcl2l1	0	-8	2800	-2081
Bcl3	0	-7	2800	-1728
Opn1sw	0	-7	2800	-1728
Bglap	0	-5	2800	186
Bmi1	0	-7	2800	-1728
Bmp10	0	-4	2800	1516
Bmp5	0	-6	2800	-1056
Bmp6	0	-7	2800	-1728
Bmp7	0	-8	2800	-2081
Gdf2	0	-8	2800	-2081
Bmpr2	0	-5	2800	186
Bnip3l	0	-7	2800	-1728
Bop1	0	-5	2800	186
Bpgm	0	-7	2800	-1728
Bsg	0	-4	2800	1516
Bub1b	0	-5	2800	186
C1qbp	0	-8	2800	-2081
Ciita	0	-6	2800	-1056
C5ar1	0	-11	2800	-2507
Cacna1c	0	-8	2800	-2081
Cacna1e	0	-5	2800	186
Cacna1g	0	-6	2800	-1056
Cacna1s	0	-6	2800	-1056
Cacna2d3	0	-6	2800	-1056
Cacnb1	0	-5	2800	186
Cacnb2	0	-5	2800	186
Cacng1	0	-5	2800	186
Ddr1	0	-6	2800	-1056
Aspm	0	-6	2800	-1056
Calr	0	-6	2800	-1056
Car8	0	-6	2800	-1056
Camk2g	0	-8	2800	-2081
Camk4	0	-5	2800	186
Capn2	0	-6	2800	-1056
Capn5	0	-6	2800	-1056
Capn6	0	-5	2800	186
Capzb	0	-6	2800	-1056
Car3	0	-5	2800	186
Car4	0	-5	2800	186
Car7	0	-5	2800	186
Casq1	0	-5	2800	186
Ctnna2	0	-5	2800	186
Cav2	0	-8	2800	-2081
Runx3	0	-14	2800	-2636
Cbfb	0	-4	2800	1516
Serpina6	0	-5	2800	186
Cbx4	0	-6	2800	-1056
Cckar	0	-6	2800	-1056
Cct6b	0	-5	2800	186
Cct8	0	-6	2800	-1056
Cd14	0	-5	2800	186
Ctla4	0	-7	2800	-1728
Cd34	0	-10	2800	-2422
Entpd1	0	-8	2800	-2081
Cd3e	0	-10	2800	-2422
Cd5	0	-5	2800	186
Cd68	0	-6	2800	-1056
Cd69	0	-5	2800	186
Cd83	0	-6	2800	-1056
Cd84	0	-5	2800	186
Cdk11b	0	-5	2800	186
Cdc45	0	-7	2800	-1728
Cdh15	0	-6	2800	-1056
Cdh16	0	-4	2800	1516
Cdh8	0	-5	2800	186
Cdk2	0	-5	2800	186
Cdkn2b	0	-9	2800	-2280
Cenpc1	0	-6	2800	-1056
Cer1	0	-6	2800	-1056
Cfh	0	-9	2800	-2280
Cga	0	-6	2800	-1056
Chek1	0	-7	2800	-1728
Chgb	0	-4	2800	1516
Chl1	0	-6	2800	-1056
Vsx2	0	-11	2800	-2507
Cidea	0	-5	2800	186
Socs1	0	-6	2800	-1056
Cit	0	-4	2800	1516
Ckb	0	-6	2800	-1056
Ckm	0	-9	2800	-2280
Coro1a	0	-5	2800	186
Clcn1	0	-6	2800	-1056
Clcn2	0	-4	2800	1516
Clcn5	0	-5	2800	186
Cldn2	0	-7	2800	-1728
Cldn5	0	-5	2800	186
Clock	0	-10	2800	-2422
Clu	0	-7	2800	-1728
Ccr1l1	0	-6	2800	-1056
Ccr3	0	-5	2800	186
Ccr5	0	-9	2800	-2280
Cnbp	0	-5	2800	186
Plk3	0	-9	2800	-2280
Camp	0	-9	2800	-2280
Cnn2	0	-5	2800	186
Cntn1	0	-6	2800	-1056
Col18a1	0	-5	2800	186
Col4a2	0	-4	2800	1516
Col4a4	0	-6	2800	-1056
Col9a1	0	-6	2800	-1056
Col9a2	0	-5	2800	186
Col9a3	0	-6	2800	-1056
Coq7	0	-5	2800	186
Cox4i1	0	-9	2800	-2280
Cox6a2	0	-5	2800	186
Cox7a1	0	-5	2800	186
Cox8b	0	-5	2800	186
Cpa3	0	-5	2800	186
Cpt2	0	-5	2800	186
Cr2	0	-4	2800	1516
Crabp1	0	-4	2800	1516
Crebbp	0	-7	2800	-1728
Atf6b	0	-5	2800	186
Crem	0	-7	2800	-1728
Crk	0	-6	2800	-1056
Crlf1	0	-6	2800	-1056
Crmp1	0	-5	2800	186
Pcdha11	0	-6	2800	-1056
Crp	0	-5	2800	186
Hapln1	0	-4	2800	1516
Crx	0	-6	2800	-1056
Cryaa	0	-6	2800	-1056
Crym	0	-7	2800	-1728
Csf3r	0	-5	2800	186
Csk	0	-6	2800	-1056
Csn2	0	-5	2800	186
Csn1s2b	0	-6	2800	-1056
Csn3	0	-5	2800	186
Vcan	0	-7	2800	-1728
Cst8	0	-4	2800	1516
Ctla2a	0	-6	2800	-1056
Ctss	0	-9	2800	-2280
Celf1	0	-7	2800	-1728
Cycs	0	-6	2800	-1056
Cyp19a1	0	-5	2800	186
Cyp1a2	0	-6	2800	-1056
Cyp1b1	0	-6	2800	-1056
Cyp26a1	0	-5	2800	186
Cyp2e1	0	-6	2800	-1056
Cyp2j5	0	-7	2800	-1728
Cyp27b1	0	-8	2800	-2081
Dach1	0	-8	2800	-2081
Cd55	0	-5	2800	186
Dag1	0	-6	2800	-1056
Dapk3	0	-5	2800	186
Dbh	0	-6	2800	-1056
Dbx1	0	-7	2800	-1728
Dclk1	0	-8	2800	-2081
Eci1	0	-5	2800	186
Dcn	0	-7	2800	-1728
Dctn1	0	-7	2800	-1728
Gadd45a	0	-7	2800	-1728
Dhx15	0	-5	2800	186
Ddx5	0	-4	2800	1516
Ddx6	0	-6	2800	-1056
Defa6	0	-5	2800	186
Slc29a2	0	-6	2800	-1056
Dhcr7	0	-8	2800	-2081
Dhfr	0	-7	2800	-1728
Dhh	0	-5	2800	186
Dio2	0	-6	2800	-1056
Dkk1	0	-6	2800	-1056
Dlg1	0	-6	2800	-1056
Dll3	0	-6	2800	-1056
Dlx3	0	-6	2800	-1056
Dmc1	0	-8	2800	-2081
Tmc1	0	-6	2800	-1056
Dync1i1	0	-7	2800	-1728
Doc2a	0	-4	2800	1516
Doc2b	0	-4	2800	1516
Drd1	0	-9	2800	-2280
Dsc2	0	-6	2800	-1056
Dst	0	-5	2800	186
Dvl1	0	-5	2800	186
Dvl2	0	-8	2800	-2081
Mapre1	0	-7	2800	-1728
Ebf1	0	-10	2800	-2422
Ebf2	0	-8	2800	-2081
Ebf3	0	-7	2800	-1728
Eda	0	-6	2800	-1056
S1pr4	0	-6	2800	-1056
Edn1	0	-6	2800	-1056
Ednrb	0	-8	2800	-2081
Phc1	0	-4	2800	1516
Eef2	0	-8	2800	-2081
Eef2k	0	-7	2800	-1728
Efnb1	0	-6	2800	-1056
Eif1a	0	-4	2800	1516
Eif2s1	0	-5	2800	186
Eif2ak3	0	-11	2800	-2507
Ddx19a	0	-6	2800	-1056
Eif4a1	0	-4	2800	1516
Eif4a2	0	-4	2800	1516
Elf5	0	-5	2800	186
Emd	0	-6	2800	-1056
Emp2	0	-5	2800	186
Emx2	0	-6	2800	-1056
Enah	0	-5	2800	186
Endog	0	-5	2800	186
Eno2	0	-6	2800	-1056
Ephb3	0	-5	2800	186
Ephx1	0	-5	2800	186
Epm2a	0	-5	2800	186
Eps15	0	-6	2800	-1056
Epx	0	-8	2800	-2081
Nr2f6	0	-6	2800	-1056
Ercc1	0	-5	2800	186
Erh	0	-4	2800	1516
Esx1	0	-6	2800	-1056
Drosha	0	-5	2800	186
Chchd2	0	-6	2800	-1056
Celf2	0	-8	2800	-2081
Etv2	0	-7	2800	-1728
Bcl11a	0	-7	2800	-1728
Evl	0	-8	2800	-2081
Ewsr1	0	-5	2800	186
Ext1	0	-6	2800	-1056
Ezh1	0	-5	2800	186
Sfxn1	0	-5	2800	186
F2	0	-6	2800	-1056
F2r	0	-7	2800	-1728
F3	0	-6	2800	-1056
F9	0	-5	2800	186
Fabp3	0	-7	2800	-1728
Acsl1	0	-5	2800	186
Fadd	0	-8	2800	-2081
Fbl	0	-4	2800	1516
Fbln1	0	-3	2800	1969
Fbp2	0	-5	2800	186
Fcer1g	0	-5	2800	186
Fcgr1	0	-5	2800	186
Fech	0	-6	2800	-1056
Fgf14	0	-9	2800	-2280
Fgf17	0	-6	2800	-1056
Fgf18	0	-8	2800	-2081
Fgf5	0	-5	2800	186
Fgf7	0	-5	2800	186
Fgfbp1	0	-4	2800	1516
Fgfr4	0	-6	2800	-1056
Akr1b8	0	-7	2800	-1728
Fgl2	0	-6	2800	-1056
Fhl1	0	-6	2800	-1056
Fhl2	0	-6	2800	-1056
Fkbp4	0	-5	2800	186
Fkbp5	0	-9	2800	-2280
Fkbp10	0	-8	2800	-2081
Foxi1	0	-5	2800	186
Flg	0	-8	2800	-2081
Fli1	0	-6	2800	-1056
Flt1	0	-9	2800	-2280
Flt4	0	-6	2800	-1056
Fpr1	0	-4	2800	1516
Fxn	0	-6	2800	-1056
Fut1	0	-5	2800	186
Fxr1	0	-4	2800	1516
Fyn	0	-8	2800	-2081
Fzd7	0	-4	2800	1516
Fzd9	0	-4	2800	1516
G6pc	0	-7	2800	-1728
G6pc2	0	-5	2800	186
G6pd2	0	-7	2800	-1728
Gab1	0	-4	2800	1516
Gab2	0	-6	2800	-1056
Gabrb1	0	-6	2800	-1056
Gabrg1	0	-7	2800	-1728
Gabrg2	0	-5	2800	186
Slc6a13	0	-3	2800	1969
Galc	0	-10	2800	-2422
Galr2	0	-6	2800	-1056
Galr3	0	-6	2800	-1056
Gas2	0	-7	2800	-1728
Gas5	0	-5	2800	186
Gata2	0	-9	2800	-2280
Gbp2b	0	-6	2800	-1056
Gbp2	0	-6	2800	-1056
Gbx2	0	-7	2800	-1728
Usp15	0	-4	2800	1516
Gcgr	0	-9	2800	-2280
Gcm1	0	-6	2800	-1056
Bloc1s1	0	-5	2800	186
Gcnt1	0	-5	2800	186
Opn1mw	0	-6	2800	-1056
Gdap1	0	-5	2800	186
Gdf10	0	-6	2800	-1056
Gdf5	0	-6	2800	-1056
Gdf9	0	-6	2800	-1056
Gpd2	0	-5	2800	186
Gdnf	0	-7	2800	-1728
Gem	0	-7	2800	-1728
Gfra1	0	-5	2800	186
Ggps1	0	-5	2800	186
Ggta1	0	-7	2800	-1728
Gh	0	-5	2800	186
Ghrh	0	-7	2800	-1728
Gja10	0	-6	2800	-1056
Gk2	0	-5	2800	186
Ostm1	0	-6	2800	-1056
Glp1r	0	-16	2800	-2674
Glra1	0	-6	2800	-1056
Gls	0	-7	2800	-1728
Glud1	0	-4	2800	1516
Slc6a9	0	-7	2800	-1728
Gna11	0	-5	2800	186
Gnai1	0	-5	2800	186
Gnai3	0	-7	2800	-1728
Gnas	0	-8	2800	-2081
Gnat1	0	-6	2800	-1056
Gnat2	0	-5	2800	186
Gnb1	0	-5	2800	186
Gnb2	0	-5	2800	186
Gnb4	0	-5	2800	186
Gng2	0	-5	2800	186
Bscl2	0	-6	2800	-1056
Gnrhr	0	-8	2800	-2081
Lilrb4a	0	-10	2800	-2422
Gpc3	0	-6	2800	-1056
Lpar1	0	-8	2800	-2081
Grk5	0	-4	2800	1516
Grb2	0	-4	2800	1516
P3h3	0	-5	2800	186
Lpcat3	0	-6	2800	-1056
Gria4	0	-5	2800	186
Grik2	0	-7	2800	-1728
Grik5	0	-6	2800	-1056
Grin2a	0	-5	2800	186
Grin2c	0	-5	2800	186
Grin2d	0	-5	2800	186
Grm8	0	-5	2800	186
Gstp2	0	-5	2800	186
Gstp1	0	-5	2800	186
Gstz1	0	-5	2800	186
Guca1a	0	-5	2800	186
Magi1	0	-6	2800	-1056
Gzmb	0	-7	2800	-1728
H2-T18	0	-5	2800	186
H2-T23	0	-6	2800	-1056
H3f3a	0	-5	2800	186
Has1	0	-4	2800	1516
Has2	0	-7	2800	-1728
Has3	0	-4	2800	1516
Hbb-b1	0	-8	2800	-2081
Hc	0	-7	2800	-1728
Hdac5	0	-8	2800	-2081
Hdgfl2	0	-5	2800	186
Hbegf	0	-7	2800	-1728
Hes5	0	-9	2800	-2280
Hexb	0	-5	2800	186
Hey1	0	-13	2800	-2609
Hey2	0	-8	2800	-2081
Hfe	0	-5	2800	186
Foxq1	0	-8	2800	-2081
Foxd1	0	-9	2800	-2280
Hgf	0	-7	2800	-1728
Hhex	0	-5	2800	186
Hint1	0	-5	2800	186
Hk2	0	-8	2800	-2081
Hmgcr	0	-6	2800	-1056
Hmgcs2	0	-5	2800	186
Hmga2	0	-6	2800	-1056
Hmmr	0	-5	2800	186
Hmx3	0	-6	2800	-1056
Hnrnpc	0	-4	2800	1516
Hnrnpk	0	-4	2800	1516
Hoxa11	0	-6	2800	-1056
Hoxa11os	0	-4	2800	1516
Hoxa13	0	-8	2800	-2081
Hoxa3	0	-6	2800	-1056
Hoxa5	0	-5	2800	186
Hoxb1	0	-9	2800	-2280
Hoxb5	0	-5	2800	186
Hpse	0	-6	2800	-1056
Hpx	0	-4	2800	1516
Hrh1	0	-7	2800	-1728
Hrh2	0	-5	2800	186
Eif2ak1	0	-5	2800	186
Hspa8	0	-10	2800	-2422
Hspa1l	0	-6	2800	-1056
Hsd11b1	0	-6	2800	-1056
Hsd17b4	0	-6	2800	-1056
Dnaja1	0	-6	2800	-1056
Hspd1	0	-5	2800	186
Hspa2	0	-5	2800	186
Hsp90ab1	0	-4	2800	1516
Hsp90aa1	0	-7	2800	-1728
Htr2a	0	-6	2800	-1056
Htr3a	0	-6	2800	-1056
Htr4	0	-6	2800	-1056
Elavl1	0	-10	2800	-2422
Elavl2	0	-7	2800	-1728
Icam1	0	-10	2800	-2422
Icam2	0	-4	2800	1516
Icam5	0	-4	2800	1516
Irgm1	0	-6	2800	-1056
Ifi203	0	-6	2800	-1056
Ifi204	0	-5	2800	186
Ifit1	0	-6	2800	-1056
Ifna1	0	-6	2800	-1056
Ifnar2	0	-5	2800	186
Igfbp1	0	-5	2800	186
Igfbp2	0	-6	2800	-1056
Igfbp3	0	-8	2800	-2081
Igfbp4	0	-5	2800	186
Igfbp5	0	-6	2800	-1056
Igh-7	0	-5	2800	186
Igtp	0	-5	2800	186
Cd74	0	-5	2800	186
Ikbkg	0	-8	2800	-2081
Il10ra	0	-7	2800	-1728
Il12rb2	0	-4	2800	1516
Il13ra1	0	-6	2800	-1056
Il18rap	0	-6	2800	-1056
Il2	0	-8	2800	-2081
Il2ra	0	-4	2800	1516
Il2rb	0	-6	2800	-1056
Il5	0	-7	2800	-1728
Ilf3	0	-7	2800	-1728
Ilk	0	-6	2800	-1056
Fabp6	0	-6	2800	-1056
Impact	0	-5	2800	186
Inppl1	0	-5	2800	186
Invs	0	-4	2800	1516
Ipw	0	-4	2800	1516
Irs4	0	-7	2800	-1728
Irx1	0	-8	2800	-2081
Irf9	0	-6	2800	-1056
Itga2b	0	-6	2800	-1056
Itga6	0	-8	2800	-2081
Itga7	0	-6	2800	-1056
Itgal	0	-3	2800	1969
Itgax	0	-6	2800	-1056
Itgb3	0	-8	2800	-2081
Itgb5	0	-8	2800	-2081
Cd47	0	-9	2800	-2280
Cuzd1	0	-5	2800	186
Itsn1	0	-5	2800	186
Ivl	0	-6	2800	-1056
F11r	0	-5	2800	186
Jarid2	0	-6	2800	-1056
Kcna3	0	-7	2800	-1728
Kcna5	0	-6	2800	-1056
Kcnab2	0	-5	2800	186
Kcnb1	0	-5	2800	186
Kcnc3	0	-8	2800	-2081
Kcne1	0	-6	2800	-1056
Kcnj2	0	-8	2800	-2081
Kcnj5	0	-6	2800	-1056
Kcnj6	0	-4	2800	1516
Kcnj9	0	-4	2800	1516
Kcnk3	0	-6	2800	-1056
Kcnq1	0	-9	2800	-2280
Kera	0	-6	2800	-1056
Kif12	0	-4	2800	1516
Kif1a	0	-6	2800	-1056
Kif1b	0	-5	2800	186
Kif2a	0	-6	2800	-1056
Kif3b	0	-7	2800	-1728
Kif3c	0	-4	2800	1516
Kif5a	0	-6	2800	-1056
Kif9	0	-4	2800	1516
Kifap3	0	-4	2800	1516
Kifc5b	0	-4	2800	1516
Fabp5	0	-8	2800	-2081
Klra3	0	-5	2800	186
Klrc1	0	-5	2800	186
Klrc2	0	-6	2800	-1056
Klrd1	0	-6	2800	-1056
Kng1	0	-7	2800	-1728
Kpna2	0	-5	2800	186
Kpna4	0	-5	2800	186
Sspn	0	-4	2800	1516
Krt17	0	-5	2800	186
Krt19	0	-9	2800	-2280
Ksr1	0	-5	2800	186
Aff3	0	-6	2800	-1056
Lama4	0	-5	2800	186
Lama5	0	-6	2800	-1056
Lamc2	0	-7	2800	-1728
Lamp1	0	-9	2800	-2280
Anpep	0	-8	2800	-2081
Large1	0	-5	2800	186
Lasp1	0	-4	2800	1516
Lat	0	-7	2800	-1728
Lcp2	0	-4	2800	1516
Ldb2	0	-7	2800	-1728
Ldhb	0	-8	2800	-2081
Ldhc	0	-5	2800	186
Lect2	0	-6	2800	-1056
Lhx1	0	-10	2800	-2422
Lhx3	0	-8	2800	-2081
Lhx6	0	-9	2800	-2280
Lmnb2	0	-7	2800	-1728
Lmo4	0	-7	2800	-1728
Mycl	0	-7	2800	-1728
Phyh	0	-7	2800	-1728
Lor	0	-8	2800	-2081
Loxl3	0	-7	2800	-1728
Lpl	0	-7	2800	-1728
Lrp5	0	-10	2800	-2422
Lrp8	0	-5	2800	186
Lrrn1	0	-6	2800	-1056
Lsp1	0	-5	2800	186
Lst1	0	-7	2800	-1728
Lta	0	-5	2800	186
Ltb	0	-5	2800	186
Ltb4r1	0	-10	2800	-2422
Ltbr	0	-7	2800	-1728
Ltf	0	-6	2800	-1056
Klrb1c	0	-5	2800	186
Blnk	0	-5	2800	186
Cd93	0	-7	2800	-1728
Ly75	0	-5	2800	186
Ly96	0	-8	2800	-2081
Lyz1	0	-5	2800	186
Mab21l1	0	-7	2800	-1728
Marcks	0	-6	2800	-1056
Mxd3	0	-7	2800	-1728
Madcam1	0	-4	2800	1516
Smad6	0	-5	2800	186
Maff	0	-4	2800	1516
Maoa	0	-8	2800	-2081
Mapkapk2	0	-6	2800	-1056
Mark3	0	-6	2800	-1056
Ascl2	0	-5	2800	186
Max	0	-7	2800	-1728
Mbd2	0	-5	2800	186
Mc4r	0	-13	2800	-2609
Mcf2l	0	-5	2800	186
Mcl1	0	-10	2800	-2422
Mcm3	0	-7	2800	-1728
Mcm2	0	-8	2800	-2081
Mcm6	0	-7	2800	-1728
Mcm7	0	-7	2800	-1728
Cd46	0	-5	2800	186
Mcpt8	0	-6	2800	-1056
Abcc1	0	-6	2800	-1056
Slc3a2	0	-7	2800	-1728
Meis1	0	-11	2800	-2507
Rab8a	0	-4	2800	1516
Meox1	0	-5	2800	186
Mfge8	0	-9	2800	-2280
Mid1	0	-5	2800	186
Bhlha15	0	-4	2800	1516
Mknk2	0	-6	2800	-1056
Afdn	0	-6	2800	-1056
Trpm1	0	-7	2800	-1728
Mmp10	0	-6	2800	-1056
Mmp3	0	-6	2800	-1056
Mmp8	0	-4	2800	1516
Mog	0	-7	2800	-1728
Mrc2	0	-6	2800	-1056
Mre11a	0	-6	2800	-1056
Meis2	0	-12	2800	-2575
Msx2	0	-9	2800	-2280
COX2	0	-5	2800	186
mt-Rnr1	0	-5	2800	186
Mt1	0	-5	2800	186
Mt2	0	-5	2800	186
Map1b	0	-5	2800	186
Map6	0	-6	2800	-1056
Mtf2	0	-6	2800	-1056
Nudt1	0	-6	2800	-1056
Muc5ac	0	-8	2800	-2081
Mup3	0	-6	2800	-1056
Commd1	0	-5	2800	186
Mvk	0	-8	2800	-2081
Myb	0	-7	2800	-1728
Myc	0	-17	2800	-2693
Gadd45b	0	-6	2800	-1056
Myf6	0	-4	2800	1516
Myh1	0	-10	2800	-2422
Myh2	0	-9	2800	-2280
Myh4	0	-9	2800	-2280
Myh6	0	-6	2800	-1056
Myl6	0	-5	2800	186
Myl2	0	-10	2800	-2422
Myo15	0	-5	2800	186
Myo1f	0	-5	2800	186
Myo5a	0	-5	2800	186
Myo7b	0	-7	2800	-1728
Myog	0	-8	2800	-2081
Ppp1r12a	0	-10	2800	-2422
Nap1l4	0	-6	2800	-1056
Nbr1	0	-5	2800	186
Ncam1	0	-7	2800	-1728
Ncoa1	0	-5	2800	186
Nedd4	0	-5	2800	186
Nedd9	0	-6	2800	-1056
Nek2	0	-7	2800	-1728
Neo1	0	-12	2800	-2575
Neu1	0	-7	2800	-1728
Neurog1	0	-10	2800	-2422
Nfkb2	0	-4	2800	1516
Nfkbia	0	-6	2800	-1056
Ninj1	0	-8	2800	-2081
Nkx2-9	0	-5	2800	186
Nkx3-1	0	-7	2800	-1728
Nnmt	0	-5	2800	186
Rrp1	0	-4	2800	1516
Nodal	0	-7	2800	-1728
Nr4a3	0	-6	2800	-1056
Notch4	0	-7	2800	-1728
Ccn3	0	-7	2800	-1728
Npas1	0	-5	2800	186
Npm1	0	-6	2800	-1056
Npm3	0	-4	2800	1516
Ctnnd2	0	-5	2800	186
Nptx1	0	-6	2800	-1056
Npy5r	0	-6	2800	-1056
Nr1i2	0	-7	2800	-1728
Slc11a1	0	-5	2800	186
