#name	chromosome	start	length	color	full_name	citations_from_2021_02_10_to_2021_07_15	significance
TSKU	7	97999875	10660	#73af42	tsukushi, small leucine rich proteoglycan	0	
GUCY2D	7	98089623	37062	#73af42	guanylate cyclase 2d	0	
LRRC32	7	98139198	11839	#73af42	leucine rich repeat containing 32	0	
EMSY	7	98239813	65963	#73af42	EMSY, BRCA2-interacting transcriptional repressor	0	
GM15506	7	98331543	20592	#73af42	predicted gene 15506	0	
THAP12	7	98352454	14814	#73af42	THAP domain containing 12	0	
WNT11	7	98488052	15902	#73af42	wingless-type MMTV integration site family, member 11	0	
UVRAG	7	98535950	254401	#73af42	UV radiation resistance associated gene	0	
DGAT2	7	98802870	29050	#73af42	diacylglycerol O-acyltransferase 2	0	
MOGAT2	7	98868291	19527	#73af42	monoacylglycerol O-acyltransferase 2	0	
GM26705	7	98909688	6737	#73af42	predicted gene, 26705	0	
SERPINH1	7	98994582	7864	#73af42	serine (or cysteine) peptidase inhibitor, clade H, member 1	0	
GDPD5	7	99030725	80356	#73af42	glycerophosphodiester phosphodiesterase domain containing 5	0	
KLHL35	7	99115211	8016	#73af42	kelch-like 35	0	
RPS3	7	99127104	5812	#73af42	ribosomal protein S3	0	
SNORD15B	7	99128770	144	#73af42	small nucleolar RNA, C/D box 14B	0	
SNORD15A	7	99131992	147	#73af42	small nucleolar RNA, C/D box 15A	0	
MIR326	7	99201476	94	#73af42	microRNA 326	0	
TPBGL	7	99273274	3036	#73af42	trophoblast glycoprotein-like	0	
SLCO2B1	7	99307011	53536	#73af42	solute carrier organic anion transporter family, member 2b1	0	
OLFR520	7	99384352	950	#73af42	olfactory receptor 520	0	
OLFR521	7	99416371	965	#73af42	olfactory receptor 521	0	
NEU3	7	99460646	16978	#73af42	neuraminidase 3	0	
SPCS2	7	99486776	21314	#73af42	signal peptidase complex subunit 2 homolog (S. cerevisiae)	0	
XRRA1	7	99508425	58606	#73af42	X-ray radiation resistance associated 1	0	
RNF169	7	99569461	60204	#73af42	ring finger protein 169	0	
GM5115	7	99578847	3252	#73af42	predicted gene 5115	0	
CHRDL2	7	99659125	24808	#73af42	chordin-like 2	0	
POLD3	7	99731320	39387	#73af42	polymerase (DNA-directed), delta 3, accessory subunit	0	
LIPT2	7	99808484	1654	#73af42	lipoyl(octanoyl) transferase 2 (putative)	0	
GM34821	7	99820623	5254	#73af42	predicted gene, 34821	0	
KCNE3	7	99827890	6186	#73af42	potassium voltage-gated channel, Isk-related subfamily, gene 3	0	
PGM2L1	7	99876814	51265	#73af42	phosphoglucomutase 2-like 1	0	
GPX2-PS1	7	99913751	1017	#73af42	glutathione peroxidase 2, pseudogene 1	0	
P4HA3	7	99934727	34179	#73af42	procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha polypeptide III	0	
PPME1	7	99975944	45159	#73af42	protein phosphatase methylesterase 1	0	
C2CD3	7	100021440	97926	#73af42	C2 calcium-dependent domain containing 3	0	
UCP3	7	100122198	13441	#73af42	uncoupling protein 3 (mitochondrial, proton carrier)	0	
DNAJB13	7	100152227	11795	#73af42	DnaJ heat shock protein family (Hsp40) member B13	0	
COA4	7	100186307	2712	#73af42	cytochrome c oxidase assembly factor 4	0	
MRPL48	7	100194986	62522	#73af42	mitochondrial ribosomal protein L48	0	
RAB6A	7	100256793	33682	#73af42	RAB6A, member RAS oncogene family	0	
PLEKHB1	7	100293103	18498	#73af42	pleckstrin homology domain containing, family B (evectins) member 1	0	
FAM168A	7	100355842	134995	#73af42	family with sequence similarity 168, member A	0	
RELT	7	100495055	17565	#73af42	RELT tumor necrosis factor receptor	0	
ARHGEF17	7	100518953	62415	#73af42	Rho guanine nucleotide exchange factor (GEF) 17	0	
MIR3102	7	100531513	103	#73af42	microRNA 3102	0	
P2RY6	7	100586841	26732	#73af42	pyrimidinergic receptor P2Y, G-protein coupled, 6	0	
FCHSD2	7	100757982	175630	#73af42	FCH and double SH3 domains 2	0	
ATG16L2	7	100938823	12472	#73af42	autophagy related 16-like 2 (S. cerevisiae)	0	
STARD10	7	100970320	25513	#73af42	START domain containing 10	0	
ARAP1	7	101043595	18198	#73af42	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1	0	
GM19765	7	101197079	9829	#73af42	predicted gene, 19765	0	
ART2A	7	101201983	3026	#73af42	ADP-ribosyltransferase 2a	0	
ART2B	7	101224936	5432	#73af42	ADP-ribosyltransferase 2b	0	
CLPB	7	101312958	131709	#73af42	ClpB caseinolytic peptidase B	0	
PHOX2A	7	101467520	4413	#73af42	paired-like homeobox 2a	0	
INPPL1	7	101471839	15594	#73af42	inositol polyphosphate phosphatase-like 1	0	
FOLR2	7	101489195	17202	#73af42	folate receptor 2 (fetal)	0	
FOLR1	7	101507538	12457	#73af42	folate receptor 1 (adult)	0	
ANAPC15	7	101545538	3214	#73af42	anaphase promoting complex C subunit 15	0	
TOMT	7	101549015	6551	#73af42	transmembrane O-methyltransferase	0	
LAMTOR1	7	101555044	6066	#73af42	late endosomal/lysosomal adaptor, MAPK and MTOR activator 1	0	
LRRC51	7	101562196	20868	#73af42	leucine rich repeat containing 51	0	
NUMA1	7	101619050	45116	#73af42	nuclear mitotic apparatus protein 1	0	
IL18BP	7	101664281	3158	#73af42	interleukin 18 binding protein	0	
RNF121	7	101668344	46028	#73af42	ring finger protein 121	0	
XNDC1	7	101714698	18271	#73af42	Xrcc1 N-terminal domain containing 1	0	
XNTRPC	7	101720426	25645	#73af42	Xndc1-transient receptor potential cation channel, subfamily C, member 2 readthrough	0	
TRPC2	7	101732323	13748	#73af42	transient receptor potential cation channel, subfamily C, member 2	0	
ART5	7	101746086	3350	#73af42	ADP-ribosyltransferase 5	0	
ART1	7	101750950	9405	#73af42	ADP-ribosyltransferase 1	0	
NUP98	7	101793753	65620	#73af42	nucleoporin 98	0	
PGAP2	7	101872278	15493	#73af42	post-GPI attachment to proteins 2	0	
STIM1	7	101917026	169499	#73af42	stromal interaction molecule 1	0	
RRM1	7	102090902	28076	#73af42	ribonucleotide reductase M1	0	
OLFR543	7	102125980	1129	#73af42	olfactory receptor 543	0	
OLFR544	7	102133321	4193	#73af42	olfactory receptor 544	0	
OLFR545	7	102143030	950	#73af42	olfactory receptor 545	0	
OLFR547	7	102183956	939	#73af42	olfactory receptor 547	0	
OLFR549	7	102203493	950	#73af42	olfactory receptor 549	0	
TRIM21	7	102207127	7562	#73af42	tripartite motif-containing 21	0	
OLFR550	7	102227676	1037	#73af42	olfactory receptor 550	0	
OLFR551	7	102236948	1078	#73af42	olfactory receptor 551	0	
OLFR552	7	102253563	953	#73af42	olfactory receptor 552	0	
OLFR553	7	102263214	980	#73af42	olfactory receptor 553	0	
OLFR554	7	102289455	953	#73af42	olfactory receptor 554	0	
OLFR555	7	102308030	947	#73af42	olfactory receptor 555	0	
OLFR556	7	102319108	1022	#73af42	olfactory receptor 556	0	
TRIM68	7	102326786	9748	#73af42	tripartite motif-containing 68	0	
OLFR557	7	102347423	1056	#73af42	olfactory receptor 557	0	
OLFR558	7	102351530	9731	#73af42	olfactory receptor 558	0	
OLFR33	7	102362662	956	#73af42	olfactory receptor 33	0	
OLFR559	7	102372739	956	#73af42	olfactory receptor 559	0	
OLFR78	7	102389928	18750	#73af42	olfactory receptor 78	0	
OLFR560	7	102402190	944	#73af42	olfactory receptor 560	0	
OLFR561	7	102423733	944	#73af42	olfactory receptor 561	0	
OLFR564	7	102452687	950	#73af42	olfactory receptor 564	0	
OLFR566	7	102505528	2444	#73af42	olfactory receptor 566	0	
OLFR568	7	102526329	941	#73af42	olfactory receptor 568	0	
OLFR569	7	102536414	944	#73af42	olfactory receptor 569	0	
OLFR570	7	102549549	1044	#73af42	olfactory receptor 570	0	
OLFR571	7	102558076	968	#73af42	olfactory receptor 571	0	
OLFR572	7	102576837	956	#73af42	olfactory receptor 572	0	
OLFR574	7	102597674	1040	#73af42	olfactory receptor 574	0	
OLFR575	7	102603871	956	#73af42	olfactory receptor 575	0	
OLFR576	7	102614309	938	#73af42	olfactory receptor 576	0	
OLFR577	7	102622259	938	#73af42	olfactory receptor 577	0	
OLFR578	7	102633428	941	#73af42	olfactory receptor 578	0	
OLFR582	7	102690688	959	#73af42	olfactory receptor 582	0	
OLFR583	7	102700507	959	#73af42	olfactory receptor 583	0	
OLFR584	7	102734727	959	#73af42	olfactory receptor 584	0	
OLFR585	7	102746950	956	#73af42	olfactory receptor 585	0	
OLFR586	7	102771036	953	#73af42	olfactory receptor 586	0	
OLFR589	7	102803999	953	#73af42	olfactory receptor 589	0	
OLFR591	7	102821898	944	#73af42	olfactory receptor 591	0	
OLFR592	7	102835810	938	#73af42	olfactory receptor 592	0	
OLFR593	7	102861069	983	#73af42	olfactory receptor 593	0	
OLFR594	7	102868927	935	#73af42	olfactory receptor 594	0	
USP17LD	7	102899293	2419	#73af42	ubiquitin specific peptidase 17-like D	0	
OLFR596	7	102958930	938	#73af42	olfactory receptor 596	0	
OLFR597	7	102969620	947	#73af42	olfactory receptor 597	0	
OLFR598	7	102977695	959	#73af42	olfactory receptor 598	0	
OLFR599	7	102987219	1049	#73af42	olfactory receptor 599	0	
OLFR600	7	102995189	944	#73af42	olfactory receptor 600	0	
OLFR601	7	103007431	989	#73af42	olfactory receptor 601	0	
OLFR603	7	103032269	938	#73af42	olfactory receptor 603	0	
USP17LC	7	103065903	2478	#73af42	ubiquitin specific peptidase 17-like C	0	
OLFR605	7	103091347	1010	#73af42	olfactory receptor 605	0	
OLFR606	7	103100546	959	#73af42	olfactory receptor 606	0	
OLFR607	7	103109430	3903	#73af42	olfactory receptor 607	0	
OLFR608	7	103119248	950	#73af42	olfactory receptor 608	0	
OLFR609	7	103141124	959	#73af42	olfactory receptor 609	0	
OLFR610	7	103155204	947	#73af42	olfactory receptor 610	0	
OLFR611	7	103166618	971	#73af42	olfactory receptor 611	0	
OLFR612	7	103187468	971	#73af42	olfactory receptor 612	0	
OLFR613	7	103199575	5136	#73af42	olfactory receptor 613	0	
OLFR615	7	103209686	941	#73af42	olfactory receptor 615	0	
OLFR616	7	103213531	953	#73af42	olfactory receptor 616	0	
OLFR617	7	103233231	956	#73af42	olfactory receptor 617	0	
OLFR618	7	103246525	956	#73af42	olfactory receptor 618	0	
OLFR619	7	103252796	1122	#73af42	olfactory receptor 619	0	
OLFR620	7	103260617	941	#73af42	olfactory receptor 620	0	
OLFR622	7	103288392	953	#73af42	olfactory receptor 622	0	
OLFR623	7	103309451	1074	#73af42	olfactory receptor 623	0	
OLFR624	7	103319310	926	#73af42	olfactory receptor 624	0	
OLFR243	7	103365803	950	#73af42	olfactory receptor 243	0	
OLFR628	7	103381135	950	#73af42	olfactory receptor 628	0	
OLFR629	7	103389408	1121	#73af42	olfactory receptor 629	0	
OLFR630	7	103403357	3200	#73af42	olfactory receptor 630	0	
OLFR69	7	103416484	4317	#73af42	olfactory receptor 69	0	
OLFR68	7	103426603	947	#73af42	olfactory receptor 68	0	
OLFR67	7	103436419	4618	#73af42	olfactory receptor 67	0	
HBB-BT	7	103461731	1399	#73af42	hemoglobin, beta adult t chain	0	
HBB-BS	7	103475730	1405	#73af42	hemoglobin, beta adult s chain	0	
HBB-BH2	7	103488331	1397	#73af42	hemoglobin beta, bh2	0	
HBB-BH1	7	103490845	1524	#73af42	hemoglobin Z, beta-like embryonic chain	0	
HBB-Y	7	103500961	1453	#73af42	hemoglobin Y, beta-like embryonic chain	0	
OLFR66	7	103530513	935	#73af42	olfactory receptor 66	0	
OLFR64	7	103542017	1661	#73af42	olfactory receptor 64	0	
OLFR65	7	103555549	1105	#73af42	olfactory receptor 65	0	
OLFR631	7	103564269	14849	#73af42	olfactory receptor 631	0	
OLFR632	7	103586589	953	#73af42	olfactory receptor 632	0	
OLFR633	7	103595775	938	#73af42	olfactory receptor 633	0	
OLFR635	7	103628383	965	#73af42	olfactory receptor 635	0	
OLFR638	7	103652466	965	#73af42	olfactory receptor 638	0	
OLFR639	7	103660957	950	#73af42	olfactory receptor 639	0	
OLFR640	7	103670579	944	#73af42	olfactory receptor 640	0	
OLFR641	7	103689005	938	#73af42	olfactory receptor 641	0	
OLFR642	7	103698615	944	#73af42	olfactory receptor 642	0	
OLFR643	7	103707863	944	#73af42	olfactory receptor 643	0	
OLFR644	7	103717292	944	#73af42	olfactory receptor 644	0	
OLFR645	7	103733338	947	#73af42	olfactory receptor 645	0	
OLFR646	7	103755488	938	#73af42	olfactory receptor 646	0	
UBQLN5	7	103777120	1910	#73af42	ubiquilin 5	0	
UBQLN3	7	103789832	2670	#73af42	ubiquilin 3	0	
UBQLNL	7	103797466	2297	#73af42	ubiquilin-like	0	
OLFM5	7	103802220	11803	#73af42	olfactomedin 5	0	
OLFR648	7	103828663	950	#73af42	olfactory receptor 648	0	
OLFR649	7	103838474	938	#73af42	olfactory receptor 649	0	
TRIM6	7	103868002	16357	#73af42	tripartite motif-containing 6	0	
TRIM34A	7	103893664	17779	#73af42	tripartite motif-containing 34A	0	
TRIM5	7	103913655	23658	#73af42	tripartite motif-containing 5	0	
TRIM12A	7	103952802	11900	#73af42	tripartite motif-containing 12A	0	
GM15133	7	103964238	9807	#73af42	predicted gene 15133	0	
TRIM34B	7	103978678	7146	#73af42	tripartite motif-containing 34B	0	
TRIM12C	7	103987961	14604	#73af42	tripartite motif-containing 12C	0	
TRIM30B	7	104004605	3248	#73af42	tripartite motif-containing 30B	0	
TRIM30C	7	104028324	21661	#73af42	tripartite motif-containing 30C	0	
TRIM30A	7	104058233	56167	#73af42	tripartite motif-containing 30A	0	
TRIM30D	7	104119221	37835	#73af42	tripartite motif-containing 30D	0	
TRIM30E-PS1	7	104182166	2402	#73af42	tripartite motif-containing 30E, pseudogene 1	0	
OLFR651	7	104202091	1068	#73af42	olfactory receptor 651	0	
OLFR652	7	104213359	1060	#73af42	olfactory receptor 652	0	
OLFR653	7	104228831	1045	#73af42	olfactory receptor 653	0	
OLFR654	7	104236926	1155	#73af42	olfactory receptor 654	0	
OLFR655	7	104245460	926	#73af42	olfactory receptor 655	0	
OLFR656	7	104266864	989	#73af42	olfactory receptor 656	0	
OLFR657	7	104284883	959	#73af42	olfactory receptor 657	0	
OLFR658	7	104292087	4425	#73af42	olfactory receptor 658	0	
OLFR659	7	104319911	968	#73af42	olfactory receptor 659	0	
OLFR661	7	104337224	959	#73af42	olfactory receptor 661	0	
OLFR663	7	104352776	1034	#73af42	olfactory receptor 663	0	
USP17LE	7	104417256	9421	#73af42	ubiquitin specific peptidase 17-like E	0	
USP17LB	7	104489464	2326	#73af42	ubiquitin specific peptidase 17-like B	0	
USP17LA	7	104506223	5651	#73af42	ubiquitin specific peptidase 17-like A	0	
OLFR665	7	104529916	950	#73af42	olfactory receptor 665	0	
OLFR666	7	104541877	956	#73af42	olfactory receptor 666	0	
OLFR667	7	104565521	980	#73af42	olfactory receptor 667	0	
OLFR668	7	104574013	956	#73af42	olfactory receptor 668	0	
OLFR669	7	104587735	953	#73af42	olfactory receptor 669	0	
OLFR670	7	104608999	938	#73af42	olfactory receptor 670	0	
OLFR671	7	104624249	941	#73af42	olfactory receptor 671	0	
OLFR672	7	104645171	938	#73af42	olfactory receptor 672	0	
OLFR675	7	104673232	941	#73af42	olfactory receptor 675	0	
OLFR676	7	104684407	953	#73af42	olfactory receptor 676	0	
OLFR677	7	104705455	938	#73af42	olfactory receptor 677	0	
OLFR678	7	104718676	941	#73af42	olfactory receptor 678	0	
OLFR679	7	104734925	947	#73af42	olfactory receptor 679	0	
OLFR681	7	104770666	947	#73af42	olfactory receptor 681	0	
OLFR683	7	104792557	959	#73af42	olfactory receptor 683	0	
OLFR684	7	104805949	938	#73af42	olfactory receptor 684	0	
OLFR685	7	104829568	950	#73af42	olfactory receptor 685	0	
OLFR686	7	104852595	953	#73af42	olfactory receptor 686	0	
OLFR688	7	104937302	965	#73af42	olfactory receptor 688	0	
OLFR689	7	104963213	962	#73af42	olfactory receptor 689	0	
OLFR690	7	104978424	1061	#73af42	olfactory receptor 690	0	
OLFR691	7	104985953	968	#73af42	olfactory receptor 691	0	
OLFR692	7	105017535	989	#73af42	olfactory receptor 692	0	
FAM160A2		105020418	28843	#73af42		0	
GM5901	7	105024245	3338	#73af42	predicted gene 5901	0	
CNGA4	7	105053775	4170	#73af42	cyclic nucleotide gated channel alpha 4	0	
CCKBR	7	105074938	10608	#73af42	cholecystokinin B receptor	0	
CAVIN3	7	105129823	1581	#73af42	caveolae associated 3	0	
APBB1	7	105207690	10294	#73af42	amyloid beta (A4) precursor protein-binding, family B, member 1	0	
HPX	7	105240818	8505	#73af42	hemopexin	0	
TRIM3	7	105259855	22923	#73af42	tripartite motif-containing 3	0	
ARFIP2	7	105283408	6215	#73af42	ADP-ribosylation factor interacting protein 2	0	
TIMM10B	7	105289652	15303	#73af42	translocase of inner mitochondrial membrane 10B	0	
DNHD1	7	105299983	71024	#73af42	dynein heavy chain domain 1	0	
RRP8	7	105380937	5655	#73af42	ribosomal RNA processing 8	0	
ILK	7	105385932	6200	#73af42	integrin linked kinase	0	
TAF10	7	105392101	1444	#73af42	TATA-box binding protein associated factor 10	0	
TPP1	7	105394025	7417	#73af42	tripeptidyl peptidase I	0	
DCHS1	7	105402196	34561	#73af42	dachsous cadherin related 1	0	
MRPL17	7	105452989	7305	#73af42	mitochondrial ribosomal protein L17	0	
GM4070		105755743	58801	#73af42		0	
GVIN1	7	105755743	58804	#73af42	GTPase, very large interferon inducible 1	0	
GM18853		105784950	4356	#73af42		0	
GM18852		105784959	4347	#73af42		0	
GM8979		105674938	3417	#73af42		0	
GM8989		105921603	2132	#73af42		0	
GM4759		106020757	19523	#73af42		0	
GM1966		106194756	49096	#73af42		0	
OLFR693	7	106276741	951	#73af42	olfactory receptor 693	0	
OLFR694	7	106287989	947	#73af42	olfactory receptor 694	0	
OLFR695	7	106312939	2613	#73af42	olfactory receptor 695	0	
OLFR697	7	106340115	1048	#73af42	olfactory receptor 697	0	
OLFR698	7	106351658	935	#73af42	olfactory receptor 698	0	
OLFR699	7	106389256	950	#73af42	olfactory receptor 699	0	
OLFR700	7	106404717	950	#73af42	olfactory receptor 700	0	
OLFR701	7	106413336	6580	#73af42	olfactory receptor 701	0	
OLFR702	7	106422696	3254	#73af42	olfactory receptor 702	0	
OLFR703	7	106443820	959	#73af42	olfactory receptor 703	0	
OLFR704	7	106464189	947	#73af42	olfactory receptor 704	0	
OLFR705	7	106472500	950	#73af42	olfactory receptor 705	0	
OLFR706	7	106485072	950	#73af42	olfactory receptor 706	0	
OLFR707	7	106490391	923	#73af42	olfactory receptor 707	0	
OLFR1532-PS1	7	106507332	6998	#73af42	olfactory receptor 1532, pseudogene 1	0	
OLFR710	7	106543274	4245	#73af42	olfactory receptor 710	0	
OLFR6	7	106555191	950	#73af42	olfactory receptor 6	0	
OLFR711	7	106570575	4083	#73af42	olfactory receptor 711	0	
OLFR2	7	106600082	1730	#73af42	olfactory receptor 2	0	
OLFR713	7	106635343	974	#73af42	olfactory receptor 713	0	
OLFR714	7	106673037	953	#73af42	olfactory receptor 714	0	
OLFR17	7	106696674	947	#73af42	olfactory receptor 17	0	
OLFR715B	7	106705119	947	#73af42	olfactory receptor 715B	0	
OLFR715	7	106727559	1130	#73af42	olfactory receptor 715	0	
OLFR716	7	106746505	1031	#73af42	olfactory receptor 716	0	
NLRP14	7	106766197	31113	#73af42	NLR family, pyrin domain containing 14	0	
RBMXL2	7	106808652	1471	#73af42	RNA binding motif protein, X-linked-like 2	0	
SYT9	7	106969997	177865	#73af42	synaptotagmin IX	0	
OLFML1	7	107166640	23932	#73af42	olfactomedin-like 1	0	
PPFIBP2	7	107291050	53053	#73af42	PTPRF interacting protein, binding protein 2 (liprin beta 2)	0	
CYB5R2	7	107347662	9577	#73af42	cytochrome b5 reductase 2	0	
OVCH2	7	107380751	19635	#73af42	ovochymase 2	0	
OLFR467	7	107413793	920	#73af42	olfactory receptor 467	0	
OLFR469	7	107421730	944	#73af42	olfactory receptor 469	0	
OLFR470	7	107443994	944	#73af42	olfactory receptor 470	0	
OLFR471-PS1	7	107460159	1126	#73af42	olfactory receptor 471, pseudogene 1	0	
OLFR472	7	107501926	932	#73af42	olfactory receptor 472	0	
OLFR473	7	107532729	932	#73af42	olfactory receptor 473	0	
OLFR474	7	107553850	932	#73af42	olfactory receptor 474	0	
OLFR476	7	107566606	932	#73af42	olfactory receptor 476	0	
OLFR477	7	107589574	932	#73af42	olfactory receptor 477	0	
OLFR478	7	107630502	2672	#73af42	olfactory receptor 478	0	
OLFR479	7	107654191	983	#73af42	olfactory receptor 479	0	
OLFR480	7	107664975	1027	#73af42	olfactory receptor 480	0	
OLFR481	7	107680003	938	#73af42	olfactory receptor 481	0	
OLFR482	7	107693804	971	#73af42	olfactory receptor 482	0	
OLFR483	7	107702518	947	#73af42	olfactory receptor 483	0	
OLFR484	7	107723503	965	#73af42	olfactory receptor 484	0	
OLFR485	7	107758125	953	#73af42	olfactory receptor 485	0	
OLFR486	7	107771005	944	#73af42	olfactory receptor 486	0	
OLFR487	7	107810790	944	#73af42	olfactory receptor 487	0	
OLFR488	7	107854399	944	#73af42	olfactory receptor 488	0	
OLFR490	7	107885387	944	#73af42	olfactory receptor 490	0	
OLFR491	7	107916103	932	#73af42	olfactory receptor 491	0	
OLFR492	7	107921937	944	#73af42	olfactory receptor 492	0	
OLFR493	7	107945242	944	#73af42	olfactory receptor 493	0	
OLFR494	7	107966699	944	#73af42	olfactory receptor 494	0	
OLFR495	7	107994329	992	#73af42	olfactory receptor 495	0	
OLFR497	7	108021780	944	#73af42	olfactory receptor 497	0	
OLFR498	7	108064533	992	#73af42	olfactory receptor 498	0	
OLFR502	7	108122211	944	#73af42	olfactory receptor 502	0	
OLFR503	7	108143734	971	#73af42	olfactory receptor 503	0	
OLFR504	7	108164044	956	#73af42	olfactory receptor 504	0	
OLFR506	7	108211516	944	#73af42	olfactory receptor 506	0	
OLFR507	7	108221021	950	#73af42	olfactory receptor 507	0	
OLFR508	7	108229201	932	#73af42	olfactory receptor 508	0	
OLFR509	7	108244816	965	#73af42	olfactory receptor 509	0	
OLFR510	7	108265625	1944	#73af42	olfactory receptor 510	0	
OLFR512	7	108312562	980	#73af42	olfactory receptor 512	0	
OLFR513	7	108354065	929	#73af42	olfactory receptor 513	0	
OLFR514	7	108424272	932	#73af42	olfactory receptor 514	0	
OLFR516	7	108444271	944	#73af42	olfactory receptor 516	0	
OLFR517	7	108467415	944	#73af42	olfactory receptor 517	0	
OLFR518	7	108479810	1001	#73af42	olfactory receptor 518	0	
OLFR519	7	108492668	944	#73af42	olfactory receptor 519	0	
NLRP10	7	108521060	8305	#73af42	NLR family, pyrin domain containing 10	0	
EIF3F	7	108533622	7527	#73af42	eukaryotic translation initiation factor 3, subunit F	0	
TUB	7	108610087	23579	#73af42	tubby bipartite transcription factor	0	
RIC3	7	108645940	36591	#73af42	RIC3 acetylcholine receptor chaperone	0	
LMO1	7	108737776	36580	#73af42	LIM domain only 1	0	
STK33	7	108878423	159837	#73af42	serine/threonine kinase 33	0	
1700095J03RIK	7	109037825	6282	#73af42	RIKEN cDNA 1700095J03 gene	0	
TRIM66	7	109048208	59133	#73af42	tripartite motif-containing 66	0	
RPL27A	7	109118402	3174	#73af42	ribosomal protein L27A	0	
SNORA3	7	109119339	119	#73af42	small nucleolar RNA, H/ACA box 3	0	
DENN2B	7	109123118	93236	#73af42	DENN domain containing 2B	0	
AKIP1	7	109302885	8505	#73af42	A kinase (PRKA) interacting protein 1	0	
BC051019	7	109311388	11590	#73af42	cDNA sequence BC051019	0	
ASCL3	7	109326672	4267	#73af42	achaete-scute family bHLH transcription factor 3	0	
TMEM9B	7	109335043	16427	#73af42	TMEM9 domain family, member B	0	
NRIP3	7	109357263	23489	#73af42	nuclear receptor interacting protein 3	0	
SCUBE2	7	109397898	66988	#73af42	signal peptide, CUB domain, EGF-like 2	0	
DENND5A	7	109492988	66689	#73af42	DENN/MADD domain containing 5A	0	
TMEM41B	7	109571394	14043	#73af42	transmembrane protein 41B	0	
1600010M07RIK	7	109597584	8269	#73af42	RIKEN cDNA 1600010M07 gene	0	
IPO7	7	109617522	38292	#73af42	importin 7	0	
SNORA23	7	109645571	183	#73af42	small nucleolar RNA, H/ACA box 23	0	
ZFP143	7	109660918	33683	#73af42	zinc finger protein 143	0	
WEE1	7	109721266	21240	#73af42	WEE 1 homolog 1 (S. pombe)	0	
SWAP70	7	109820910	61803	#73af42	SWA-70 protein	0	
SBF2	7	109907220	306907	#73af42	SET binding factor 2	0	
ADM	7	110226864	2163	#73af42	adrenomedullin	0	
AMPD3	7	110372843	38759	#73af42	adenosine monophosphate deaminase 3	0	
RNF141	7	110415742	27846	#73af42	ring finger protein 141	0	
MRVI1		110467465	114203	#73af42		0	
GM16336	7	110504192	866	#73af42	predicted gene 16336	0	
CTR9	7	110628158	27426	#73af42	CTR9 homolog, Paf1/RNA polymerase II complex component	0	
EIF4G2	7	110667192	15045	#73af42	eukaryotic translation initiation factor 4, gamma 2	0	
1700012D14RIK	7	110716880	5002	#73af42	RIKEN cDNA 1700012D14 gene	0	
GALNT18	7	111070865	308319	#73af42	polypeptide N-acetylgalactosaminyltransferase 18	0	
USP47	7	111622713	87880	#73af42	ubiquitin specific peptidase 47	0	
DKK3	7	111715226	43463	#73af42	dickkopf WNT signaling pathway inhibitor 3	0	
MICAL2	7	111825043	129358	#73af42	microtubule associated monooxygenase, calponin and LIM domain containing 2	0	
MICALCL	7	111974064	38247	#73af42	MICAL C-terminal like	0	
PARVA	7	112026913	163982	#73af42	parvin, alpha	0	
PARVAOS	7	112126179	8711	#73af42	parvin, alpha, opposite strand	0	
TEAD1	7	112278563	227428	#73af42	TEA domain family member 1	0	
RASSF10	7	112553169	3496	#73af42	Ras association (RalGDS/AF-6) domain family (N-terminal) member 10	0	
4930543E12RIK	7	112699443	41779	#73af42	RIKEN cDNA 4930543E12 gene	0	
BTBD10	7	112914851	53695	#73af42	BTB (POZ) domain containing 10	0	
FAR1	7	113113041	57671	#73af42	fatty acyl CoA reductase 1	0	
FAR1OS	7	113137233	26961	#73af42	fatty acyl CoA reductase 1, opposite strand	0	
SPON1	7	113365235	277375	#73af42	spondin 1, (f-spondin) extracellular matrix protein	0	
RRAS2	7	113646017	70999	#73af42	related RAS viral (r-ras) oncogene 2	0	
COPB1	7	113814794	39121	#73af42	coatomer protein complex, subunit beta 1	0	
PSMA1	7	113863785	11566	#73af42	proteasome subunit alpha 1	0	
4933406I18RIK	7	113953875	60521	#73af42	RIKEN cDNA 4933406I18 gene	0	
PDE3B	7	114014489	122683	#73af42	phosphodiesterase 3B, cGMP-inhibited	0	
CYP2R1	7	114149398	12809	#73af42	cytochrome P450, family 2, subfamily r, polypeptide 1	0	
CALCB	7	114317878	4722	#73af42	calcitonin-related polypeptide, beta	0	
INSC	7	114345001	104614	#73af42	INSC spindle orientation adaptor protein	0	
A730082K24RIK	7	114550509	32693	#73af42	RIKEN cDNA A730082K24 gene	0	
SOX6	7	115070107	567872	#73af42	SRY (sex determining region Y)-box 6	0	
SOX6OS	7	115631214	571	#73af42	SRY (sex determining region Y)-box 6, opposite strand	0	
1700003G18RIK	7	115680997	11387	#73af42	RIKEN cDNA 1700003G18 gene	0	
1110004F10RIK	7	115692615	11830	#73af42	RIKEN cDNA 1110004F10 gene	0	
PLEKHA7	7	115733026	64770	#73af42	pleckstrin homology domain containing, family A member 7	0	
RPS13	7	115930742	2683	#73af42	ribosomal protein S13	0	
SNORD14A	7	115932406	86	#73af42	small nucleolar RNA, C/D box 14A	0	
PIK3C2A	7	115936511	106182	#73af42	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha	0	
