## cite_days=180
# gene	cites	cite_delta	cite_rank	cite_rank_delta
SYNPO	0	-6	7599	-4457
NID2	0	-7	7599	-5677
ITGA11	0	-5	7599	-1799
COPZ1	0	-5	7599	-1799
DOLK	0	-4	7599	167
VASH1	0	-6	7599	-4457
CPEB3	0	-7	7599	-5677
CNKSR2	0	-6	7599	-4457
MON1B	0	-6	7599	-4457
ZHX2	0	-6	7599	-4457
WDR37	0	-5	7599	-1799
BAHD1	0	-6	7599	-4457
DIS3	0	-5	7599	-1799
MMRN1	0	-5	7599	-1799
NCBP2	0	-6	7599	-4457
CD93	0	-4	7599	167
SEPHS1	0	-6	7599	-4457
SCAP	0	-6	7599	-4457
SHANK2	0	-5	7599	-1799
PTGR1	0	-4	7599	167
SV2C	0	-5	7599	-1799
TTC39A	0	-4	7599	167
FBXO21	0	-6	7599	-4457
EXOSC7	0	-4	7599	167
FAIM2	0	-6	7599	-4457
UNC13A	0	-6	7599	-4457
MYO16	0	-5	7599	-1799
KIF21B	0	-5	7599	-1799
ENDOD1	0	-4	7599	167
ZSWIM8	0	-7	7599	-5677
KDM4C	0	-8	7599	-6328
CUL9	0	-6	7599	-4457
PLXND1	0	-4	7599	167
SMC5	0	-5	7599	-1799
MAST2	0	-7	7599	-5677
LRCH1	0	-6	7599	-4457
FCHO1	0	-6	7599	-4457
GPD1L	0	-5	7599	-1799
ATG4B	0	-5	7599	-1799
PSME4	0	-5	7599	-1799
SYT11	0	-5	7599	-1799
XPO6	0	-5	7599	-1799
FBXO28	0	-6	7599	-4457
ASTN2	0	-4	7599	167
MINAR1	0	-6	7599	-4457
KLHL18	0	-6	7599	-4457
ADGRL3	0	-7	7599	-5677
FBXW11	0	-5	7599	-1799
MGRN1	0	-4	7599	167
UBR2	0	-6	7599	-4457
ICOSLG	0	-4	7599	167
SIN3B	0	-6	7599	-4457
KIAA0930	0	-4	7599	167
CUX2	0	-5	7599	-1799
TRIM2	0	-5	7599	-1799
NEDD4L	0	-10	7599	-6862
SASH1	0	-5	7599	-1799
KHNYN	0	-4	7599	167
TNS2	0	-5	7599	-1799
NCAPH	0	-5	7599	-1799
CTDNEP1	0	-4	7599	167
FBXO46	0	-4	7599	167
COTL1	0	-4	7599	167
SIRT4	0	-6	7599	-4457
ZFPM2	0	-6	7599	-4457
CRB1	0	-8	7599	-6328
SLC44A1	0	-8	7599	-6328
ABCA5	0	-5	7599	-1799
HEY1	0	-6	7599	-4457
GCAT	0	-6	7599	-4457
ETHE1	0	-6	7599	-4457
QPRT	0	-4	7599	167
HAAO	0	-5	7599	-1799
DAAM2	0	-4	7599	167
KCTD2	0	-4	7599	167
KAT6B	0	-6	7599	-4457
MMD	0	-4	7599	167
PRAME	0	-4	7599	167
PIK3R5	0	-5	7599	-1799
CDK20	0	-4	7599	167
WBP2	0	-9	7599	-6677
LPAR3	0	-6	7599	-4457
DDAH1	0	-6	7599	-4457
CCNDBP1	0	-5	7599	-1799
SMUG1	0	-7	7599	-5677
KLHDC2	0	-4	7599	167
AMACR	0	-3	7599	1397
MKRN1	0	-4	7599	167
PHLDA3	0	-6	7599	-4457
SSBP2	0	-5	7599	-1799
LDOC1	0	-6	7599	-4457
LY96	0	-6	7599	-4457
PPP1R15A	0	-5	7599	-1799
LSM5	0	-5	7599	-1799
PLA2G15	0	-4	7599	167
PITPNB	0	-5	7599	-1799
PISD	0	-4	7599	167
IFIT5	0	-6	7599	-4457
PRPF40B	0	-4	7599	167
RAD54B	0	-6	7599	-4457
CFAP45	0	-6	7599	-4457
FBXO7	0	-6	7599	-4457
QPCT	0	-5	7599	-1799
GCA	0	-4	7599	167
SPDEF	0	-5	7599	-1799
BAMBI	0	-6	7599	-4457
TNFAIP8	0	-6	7599	-4457
PRDX5	0	-5	7599	-1799
BACE2	0	-6	7599	-4457
TXN2	0	-5	7599	-1799
MGAT4C	0	-6	7599	-4457
RAB26	0	-5	7599	-1799
MOB4	0	-6	7599	-4457
ANAPC13	0	-4	7599	167
WHRN	0	-5	7599	-1799
LETMD1	0	-4	7599	167
CHRDL2	0	-6	7599	-4457
TRIM58	0	-5	7599	-1799
PLEKHG4	0	-4	7599	167
INTS7	0	-4	7599	167
RNF19A	0	-4	7599	167
TMEM158	0	-5	7599	-1799
NECTIN3	0	-4	7599	167
C2CD2	0	-4	7599	167
UNC50	0	-4	7599	167
MMACHC	0	-9	7599	-6677
EGFL6	0	-6	7599	-4457
KRT23	0	-7	7599	-5677
TSKU	0	-5	7599	-1799
RNF167	0	-8	7599	-6328
TKFC	0	-4	7599	167
UPF2	0	-4	7599	167
LRP10	0	-5	7599	-1799
TMEM98	0	-7	7599	-5677
SS18L1	0	-4	7599	167
DNM3	0	-6	7599	-4457
AUTS2	0	-6	7599	-4457
KLK13	0	-6	7599	-4457
GPSM1	0	-6	7599	-4457
CCDC9	0	-4	7599	167
CCDC69	0	-5	7599	-1799
WSB1	0	-5	7599	-1799
IRF2BP1	0	-7	7599	-5677
MTG2	0	-6	7599	-4457
TMEM251	0	-5	7599	-1799
FBXW2	0	-6	7599	-4457
PHGDH	0	-9	7599	-6677
STAP1	0	-5	7599	-1799
KLHL3	0	-5	7599	-1799
OPTC	0	-4	7599	167
PTTG3P	0	-7	7599	-5677
FBXW8	0	-6	7599	-4457
FBXO25	0	-5	7599	-1799
FBXO6	0	-4	7599	167
FBXO4	0	-6	7599	-4457
TINF2	0	-6	7599	-4457
GAPDHS	0	-5	7599	-1799
CHIC2	0	-7	7599	-5677
TIMM10B	0	-4	7599	167
AGO1	0	-6	7599	-4457
MYEOV	0	-6	7599	-4457
BSCL2	0	-11	7599	-7008
SH3YL1	0	-5	7599	-1799
SNORD57	0	-5	7599	-1799
RNF11	0	-6	7599	-4457
CYFIP2	0	-6	7599	-4457
TCL6	0	-6	7599	-4457
USP21	0	-7	7599	-5677
MLH3	0	-7	7599	-5677
NOX1	0	-7	7599	-5677
SIGLEC7	0	-8	7599	-6328
TRMT2A	0	-4	7599	167
LAT	0	-7	7599	-5677
VPS41	0	-9	7599	-6677
DKKL1	0	-5	7599	-1799
HSPB7	0	-7	7599	-5677
CPNE7	0	-6	7599	-4457
MORC1	0	-6	7599	-4457
DENND2A	0	-4	7599	167
INTU	0	-5	7599	-1799
GLS2	0	-7	7599	-5677
SLC39A1	0	-6	7599	-4457
TUBG2	0	-6	7599	-4457
SIGLEC9	0	-5	7599	-1799
SIGLEC8	0	-5	7599	-1799
VPS4A	0	-8	7599	-6328
DISC1	0	-5	7599	-1799
IL17C	0	-6	7599	-4457
TUBGCP4	0	-5	7599	-1799
GNMT	0	-6	7599	-4457
COQ2	0	-7	7599	-5677
BBS9	0	-5	7599	-1799
TNFRSF21	0	-4	7599	167
CHMP2A	0	-7	7599	-5677
RNF115	0	-5	7599	-1799
ERLEC1	0	-6	7599	-4457
LSM3	0	-4	7599	167
DIMT1	0	-4	7599	167
APEX2	0	-5	7599	-1799
RAB30	0	-6	7599	-4457
PGAP2	0	-4	7599	167
GOLIM4	0	-5	7599	-1799
UBE2S	0	-4	7599	167
POLL	0	-5	7599	-1799
TOR1B	0	-4	7599	167
DESI1	0	-4	7599	167
SGSM3	0	-4	7599	167
CECR2	0	-5	7599	-1799
SLCO1B3	0	-8	7599	-6328
IGHV3-66	0	-6	7599	-4457
DLL1	0	-7	7599	-5677
TRBC1	0	-4	7599	167
IGLV1-47	0	-4	7599	167
IGKV2D-40	0	-4	7599	167
IGKV4-1	0	-5	7599	-1799
TRIB2	0	-5	7599	-1799
BZW2	0	-4	7599	167
AAMDC	0	-5	7599	-1799
C19orf53	0	-4	7599	167
NTMT1	0	-7	7599	-5677
KLF15	0	-6	7599	-4457
CCDC113	0	-6	7599	-4457
MRPL18	0	-4	7599	167
CHMP4A	0	-4	7599	167
PHPT1	0	-4	7599	167
TMEM208	0	-4	7599	167
MYLIP	0	-9	7599	-6677
CLEC2D	0	-5	7599	-1799
USP25	0	-5	7599	-1799
NCAPH2	0	-4	7599	167
CYP2S1	0	-5	7599	-1799
ZDHHC1	0	-6	7599	-4457
REPIN1	0	-4	7599	167
SNX10	0	-7	7599	-5677
CPSF1	0	-5	7599	-1799
ST8SIA5	0	-5	7599	-1799
HOOK2	0	-4	7599	167
RMC1	0	-6	7599	-4457
TIMM22	0	-7	7599	-5677
ALG6	0	-4	7599	167
PADI1	0	-6	7599	-4457
SERTAD3	0	-6	7599	-4457
DNMT3L	0	-7	7599	-5677
CDIP1	0	-6	7599	-4457
LRP12	0	-4	7599	167
PSAT1	0	-5	7599	-1799
A1CF	0	-6	7599	-4457
RHOD	0	-6	7599	-4457
PILRB	0	-5	7599	-1799
OBP2A	0	-7	7599	-5677
LMCD1	0	-4	7599	167
SPANXA1	0	-6	7599	-4457
SOX8	0	-7	7599	-5677
ADGRE2	0	-6	7599	-4457
KCNIP3	0	-4	7599	167
ZNF354C	0	-6	7599	-4457
EHD2	0	-4	7599	167
TAX1BP3	0	-4	7599	167
G0S2	0	-6	7599	-4457
DUOX2	0	-9	7599	-6677
IL21R	0	-7	7599	-5677
ATP6V0A4	0	-6	7599	-4457
MBL3P	0	-4	7599	167
ARHGEF4	0	-5	7599	-1799
SLC45A1	0	-4	7599	167
TAS2R3	0	-4	7599	167
TAS2R4	0	-4	7599	167
TAS2R13	0	-4	7599	167
TAS2R14	0	-6	7599	-4457
TPRKB	0	-6	7599	-4457
EXOSC1	0	-7	7599	-5677
TMED7	0	-4	7599	167
ISOC1	0	-6	7599	-4457
UBXN1	0	-5	7599	-1799
ZNF593	0	-4	7599	167
FAM135B	0	-5	7599	-1799
NMD3	0	-6	7599	-4457
MEMO1	0	-7	7599	-5677
FCF1	0	-5	7599	-1799
GAL	0	-5	7599	-1799
SCCPDH	0	-4	7599	167
IFT52	0	-5	7599	-1799
PHF20L1	0	-4	7599	167
TFB1M	0	-6	7599	-4457
APH1A	0	-4	7599	167
METTL9	0	-4	7599	167
ZDHHC9	0	-4	7599	167
COQ4	0	-7	7599	-5677
UTP11	0	-4	7599	167
COMMD2	0	-5	7599	-1799
IER3IP1	0	-5	7599	-1799
GOLGA7	0	-4	7599	167
NAA20	0	-5	7599	-1799
RLIM	0	-6	7599	-4457
INSIG2	0	-7	7599	-5677
ING4	0	-4	7599	167
VPS28	0	-4	7599	167
DBR1	0	-5	7599	-1799
AADAT	0	-5	7599	-1799
TUBD1	0	-6	7599	-4457
TUBE1	0	-6	7599	-4457
RSL24D1	0	-5	7599	-1799
CKLF	0	-6	7599	-4457
PHF20	0	-5	7599	-1799
CRIM1	0	-4	7599	167
MZB1	0	-5	7599	-1799
KLF3	0	-5	7599	-1799
GOLM1	0	-4	7599	167
CD320	0	-5	7599	-1799
PCDH12	0	-6	7599	-4457
BPIFA1	0	-4	7599	167
CYP39A1	0	-5	7599	-1799
ZDHHC3	0	-4	7599	167
SLC25A37	0	-5	7599	-1799
NME8	0	-6	7599	-4457
PLAC8	0	-6	7599	-4457
ARL6IP4	0	-6	7599	-4457
ZBTB7A	0	-6	7599	-4457
WT1-AS	0	-6	7599	-4457
MBTPS2	0	-4	7599	167
PLA1A	0	-5	7599	-1799
UCHL5	0	-6	7599	-4457
ANGPT4	0	-4	7599	167
CSAD	0	-4	7599	167
ATP6V1D	0	-5	7599	-1799
ZNF589	0	-5	7599	-1799
WDR83OS	0	-4	7599	167
ANAPC7	0	-5	7599	-1799
MAGEC2	0	-6	7599	-4457
FAM8A1	0	-4	7599	167
RNF138	0	-6	7599	-4457
REV1	0	-3	7599	1397
SPOUT1	0	-5	7599	-1799
TRMT112	0	-6	7599	-4457
ETV7	0	-6	7599	-4457
DTL	0	-5	7599	-1799
CXXC5	0	-6	7599	-4457
GSKIP	0	-5	7599	-1799
ANAPC11	0	-4	7599	167
MTFP1	0	-4	7599	167
ZNF581	0	-5	7599	-1799
CYRIB	0	-4	7599	167
GDE1	0	-6	7599	-4457
GET4	0	-6	7599	-4457
KLF13	0	-6	7599	-4457
CCZ1	0	-6	7599	-4457
OTUD6B	0	-5	7599	-1799
RTRAF	0	-7	7599	-5677
YPEL5	0	-4	7599	167
RASD1	0	-6	7599	-4457
GINS2	0	-7	7599	-5677
LSM7	0	-5	7599	-1799
LSM8	0	-5	7599	-1799
TRAPPC2L	0	-5	7599	-1799
VPS29	0	-5	7599	-1799
POLR3K	0	-6	7599	-4457
CD244	0	-5	7599	-1799
TMEM8B	0	-3	7599	1397
PHAX	0	-4	7599	167
GALNT7	0	-6	7599	-4457
ZFYVE1	0	-6	7599	-4457
LRP1B	0	-6	7599	-4457
TPCN1	0	-6	7599	-4457
CLIC5	0	-3	7599	1397
S1PR5	0	-4	7599	167
P2RY13	0	-5	7599	-1799
IL20RA	0	-5	7599	-1799
C11orf24	0	-4	7599	167
CDHR5	0	-6	7599	-4457
DUOX1	0	-8	7599	-6328
A4GALT	0	-6	7599	-4457
CPSF2	0	-4	7599	167
MIS18A	0	-5	7599	-1799
CHRAC1	0	-4	7599	167
C21orf91	0	-6	7599	-4457
GPR173	0	-6	7599	-4457
KCTD5	0	-7	7599	-5677
ANKIB1	0	-4	7599	167
TOLLIP	0	-8	7599	-6328
ZDHHC13	0	-4	7599	167
EXOSC4	0	-4	7599	167
CCDC93	0	-5	7599	-1799
ROBO4	0	-8	7599	-6328
DDIT4	0	-5	7599	-1799
RNF186	0	-6	7599	-4457
MAGEL2	0	-7	7599	-5677
UGT1A7	0	-5	7599	-1799
L1TD1	0	-5	7599	-1799
NDFIP2	0	-4	7599	167
INO80	0	-7	7599	-5677
PARP14	0	-7	7599	-5677
UGT1A3	0	-5	7599	-1799
CROT	0	-4	7599	167
ZNHIT6	0	-4	7599	167
P4HTM	0	-3	7599	1397
LY6K	0	-5	7599	-1799
ZRANB1	0	-4	7599	167
DIRAS2	0	-6	7599	-4457
KCTD9	0	-5	7599	-1799
BNC2	0	-5	7599	-1799
MED18	0	-5	7599	-1799
DCHS2	0	-6	7599	-4457
MBTD1	0	-7	7599	-5677
KLHL24	0	-5	7599	-1799
ASPN	0	-5	7599	-1799
SYTL2	0	-4	7599	167
ESRP1	0	-8	7599	-6328
DEF8	0	-6	7599	-4457
PAQR5	0	-4	7599	167
TENT5C	0	-6	7599	-4457
QRICH1	0	-7	7599	-5677
DCAF16	0	-6	7599	-4457
SLC66A1	0	-5	7599	-1799
FOCAD	0	-4	7599	167
UBE2R2	0	-6	7599	-4457
RHBDL2	0	-5	7599	-1799
COMMD4	0	-5	7599	-1799
ODR4	0	-4	7599	167
SSH3	0	-4	7599	167
TMEM70	0	-7	7599	-5677
INTS11	0	-6	7599	-4457
C1orf159	0	-4	7599	167
PAK1IP1	0	-5	7599	-1799
RMND1	0	-4	7599	167
PRPF39	0	-4	7599	167
ANKRD40CL	0	-6	7599	-4457
VPS37C	0	-4	7599	167
SLC52A1	0	-6	7599	-4457
TMEM248	0	-4	7599	167
SOBP	0	-6	7599	-4457
PIWIL2	0	-7	7599	-5677
FIGN	0	-6	7599	-4457
THAP1	0	-7	7599	-5677
RBM23	0	-5	7599	-1799
PNPO	0	-6	7599	-4457
MRPS18A	0	-4	7599	167
PRMT6	0	-7	7599	-5677
SMG8	0	-5	7599	-1799
GOLPH3L	0	-6	7599	-4457
ARL8B	0	-7	7599	-5677
SETD5	0	-7	7599	-5677
ETNK2	0	-6	7599	-4457
PACC1	0	-5	7599	-1799
YY1AP1	0	-6	7599	-4457
BRF2	0	-7	7599	-5677
RFK	0	-5	7599	-1799
SLC29A3	0	-4	7599	167
TMA16	0	-4	7599	167
MNS1	0	-4	7599	167
SYNJ2BP	0	-5	7599	-1799
FBXL8	0	-5	7599	-1799
SLC22A15	0	-6	7599	-4457
HEMGN	0	-5	7599	-1799
TMEM176A	0	-6	7599	-4457
PIDD1	0	-5	7599	-1799
YOD1	0	-4	7599	167
ETNK1	0	-5	7599	-1799
TRPV6	0	-4	7599	167
NOP10	0	-6	7599	-4457
FEM1A	0	-7	7599	-5677
PIP4P2	0	-4	7599	167
GALNT10	0	-6	7599	-4457
STAB2	0	-5	7599	-1799
NAGK	0	-5	7599	-1799
KIF27	0	-6	7599	-4457
OTUD5	0	-8	7599	-6328
RNPC3	0	-7	7599	-5677
TENT5A	0	-5	7599	-1799
ASAP3	0	-6	7599	-4457
TTC27	0	-4	7599	167
POMGNT1	0	-5	7599	-1799
SLC39A4	0	-4	7599	167
RAB20	0	-6	7599	-4457
NHP2	0	-6	7599	-4457
INTS8	0	-7	7599	-5677
RNF126	0	-6	7599	-4457
HIF1AN	0	-6	7599	-4457
PEX26	0	-5	7599	-1799
TRMU	0	-6	7599	-4457
KDM4D	0	-4	7599	167
NSUN5	0	-5	7599	-1799
RADIL	0	-7	7599	-5677
NECAP2	0	-4	7599	167
KBTBD4	0	-5	7599	-1799
FAM222B	0	-4	7599	167
C1orf112	0	-4	7599	167
ARFGAP1	0	-6	7599	-4457
OGDHL	0	-5	7599	-1799
TMEM30A	0	-6	7599	-4457
H2AJ	0	-5	7599	-1799
SAYSD1	0	-4	7599	167
MBD5	0	-6	7599	-4457
MCTP2	0	-6	7599	-4457
LMBRD1	0	-6	7599	-4457
CSGALNACT1	0	-4	7599	167
FOXJ2	0	-6	7599	-4457
UTP6	0	-5	7599	-1799
RNF130	0	-4	7599	167
PECR	0	-6	7599	-4457
EAF2	0	-6	7599	-4457
ARHGAP15	0	-6	7599	-4457
PPP2R2D	0	-6	7599	-4457
PBK	0	-9	7599	-6677
GSDMB	0	-6	7599	-4457
GABRQ	0	-6	7599	-4457
KMT2E	0	-6	7599	-4457
RCC2	0	-5	7599	-1799
APOM	0	-7	7599	-5677
KLHL9	0	-5	7599	-1799
PDGFC	0	-5	7599	-1799
PCDHAC2	0	-4	7599	167
PCDHAC1	0	-4	7599	167
PCDHA12	0	-4	7599	167
PCDHA4	0	-4	7599	167
PCDHA3	0	-6	7599	-4457
TEX11	0	-4	7599	167
STK31	0	-8	7599	-6328
GSDMC	0	-5	7599	-1799
SUSD2	0	-7	7599	-5677
WDR45B	0	-4	7599	167
BEX4	0	-6	7599	-4457
IL36G	0	-7	7599	-5677
PPAN	0	-5	7599	-1799
CCL28	0	-6	7599	-4457
SLC2A9	0	-4	7599	167
INPP5E	0	-5	7599	-1799
ASAH2	0	-6	7599	-4457
EIF5A2	0	-9	7599	-6677
TMPRSS4	0	-6	7599	-4457
LINC00470	0	-6	7599	-4457
TRIM39	0	-6	7599	-4457
MUC13	0	-4	7599	167
AKIP1	0	-5	7599	-1799
FSTL5	0	-6	7599	-4457
ANKS1B	0	-5	7599	-1799
NDUFA4L2	0	-6	7599	-4457
SH3GLB2	0	-4	7599	167
SPIRE1	0	-4	7599	167
C1GALT1	0	-6	7599	-4457
EXOSC5	0	-4	7599	167
MEIS3	0	-4	7599	167
SEMA3G	0	-6	7599	-4457
MCCC1	0	-4	7599	167
FEM1C	0	-7	7599	-5677
DUSP22	0	-6	7599	-4457
HMCES	0	-6	7599	-4457
CMC2	0	-4	7599	167
MEPE	0	-4	7599	167
ATXN7L3	0	-6	7599	-4457
SLC12A9	0	-6	7599	-4457
VPS35L	0	-5	7599	-1799
AGTRAP	0	-5	7599	-1799
PLSCR4	0	-6	7599	-4457
PCNP	0	-5	7599	-1799
RPGRIP1	0	-6	7599	-4457
ANO2	0	-6	7599	-4457
PNPLA2	0	-9	7599	-6677
CYSLTR2	0	-6	7599	-4457
INTS12	0	-4	7599	167
LPAR5	0	-6	7599	-4457
CD248	0	-4	7599	167
PLXDC1	0	-5	7599	-1799
ADCK1	0	-6	7599	-4457
SLC44A2	0	-9	7599	-6677
SMURF1	0	-5	7599	-1799
GJC2	0	-6	7599	-4457
ZNFX1	0	-6	7599	-4457
CORO1B	0	-6	7599	-4457
DENND11	0	-4	7599	167
SELENON	0	-6	7599	-4457
MCOLN1	0	-6	7599	-4457
CEMIP	0	-10	7599	-6862
TTC7A	0	-5	7599	-1799
SLC4A10	0	-4	7599	167
RCN3	0	-5	7599	-1799
CLTRN	0	-4	7599	167
AS3MT	0	-5	7599	-1799
WDR18	0	-5	7599	-1799
NDRG2	0	-8	7599	-6328
PLEKHG5	0	-5	7599	-1799
DSCAML1	0	-6	7599	-4457
PPM1H	0	-5	7599	-1799
NLN	0	-4	7599	167
AHRR	0	-7	7599	-5677
NLGN4X	0	-7	7599	-5677
INTS2	0	-4	7599	167
COG6	0	-4	7599	167
SERINC1	0	-4	7599	167
HECW2	0	-7	7599	-5677
CASKIN1	0	-5	7599	-1799
ELAPOR1	0	-7	7599	-5677
WDR35	0	-8	7599	-6328
KLHL42	0	-5	7599	-1799
NCEH1	0	-7	7599	-5677
ARRDC3	0	-4	7599	167
KLHL8	0	-5	7599	-1799
CARNS1	0	-5	7599	-1799
DOCK6	0	-5	7599	-1799
ZNF471	0	-5	7599	-1799
PCDH10	0	-8	7599	-6328
PREX1	0	-5	7599	-1799
KCNT1	0	-7	7599	-5677
BAHCC1	0	-4	7599	167
WDR48	0	-8	7599	-6328
FNIP2	0	-6	7599	-4457
ZBTB2	0	-6	7599	-4457
LRFN1	0	-7	7599	-5677
KLHL1	0	-5	7599	-1799
LRCH2	0	-6	7599	-4457
PLEKHA4	0	-7	7599	-5677
RDH14	0	-4	7599	167
USP37	0	-5	7599	-1799
CPNE5	0	-6	7599	-4457
WDFY4	0	-6	7599	-4457
MIER1	0	-5	7599	-1799
SFMBT2	0	-5	7599	-1799
EPG5	0	-6	7599	-4457
SPTBN4	0	-6	7599	-4457
LSM2	0	-6	7599	-4457
GRHL3	0	-6	7599	-4457
SLAMF7	0	-6	7599	-4457
RAP2C	0	-5	7599	-1799
CYP4F11	0	-4	7599	167
ZNF410	0	-5	7599	-1799
WFDC1	0	-6	7599	-4457
SQOR	0	-6	7599	-4457
NLRC4	0	-5	7599	-1799
TRAPPC1	0	-5	7599	-1799
PCTP	0	-4	7599	167
PRUNE1	0	-7	7599	-5677
OSTC	0	-4	7599	167
SELENOK	0	-4	7599	167
ABRACL	0	-6	7599	-4457
EVA1C	0	-4	7599	167
CACNG6	0	-4	7599	167
ALOXE3	0	-4	7599	167
AFAP1	0	-5	7599	-1799
CDH26	0	-4	7599	167
APOBEC3G	0	-6	7599	-4457
HPSE2	0	-4	7599	167
AASDHPPT	0	-6	7599	-4457
LDAH	0	-4	7599	167
PAPPA2	0	-4	7599	167
ZFAND3	0	-4	7599	167
SRR	0	-6	7599	-4457
PIEZO2	0	-6	7599	-4457
FAM111A	0	-8	7599	-6328
NAPB	0	-5	7599	-1799
SLC17A9	0	-5	7599	-1799
BLOC1S5	0	-6	7599	-4457
ELMO2	0	-4	7599	167
TNN	0	-6	7599	-4457
NEUROG2	0	-5	7599	-1799
PRDM16	0	-5	7599	-1799
PRDM14	0	-5	7599	-1799
ANO3	0	-4	7599	167
PCGEM1	0	-6	7599	-4457
TSPYL2	0	-3	7599	1397
NPAS3	0	-5	7599	-1799
GOLPH3	0	-8	7599	-6328
POPDC2	0	-5	7599	-1799
SAMSN1	0	-5	7599	-1799
SMOC1	0	-4	7599	167
GFRA4	0	-4	7599	167
TMBIM1	0	-6	7599	-4457
FN3K	0	-5	7599	-1799
ADGRL4	0	-5	7599	-1799
XYLT1	0	-4	7599	167
XYLT2	0	-5	7599	-1799
ABCG4	0	-5	7599	-1799
CARD9	0	-9	7599	-6677
EDDM3B	0	-4	7599	167
PJA1	0	-6	7599	-4457
STRA6	0	-5	7599	-1799
ROBO3	0	-5	7599	-1799
ABCG5	0	-7	7599	-5677
ABCG8	0	-7	7599	-5677
ZSCAN31	0	-6	7599	-4457
RNF25	0	-6	7599	-4457
COP1	0	-6	7599	-4457
NFKBIZ	0	-6	7599	-4457
ARHGAP9	0	-6	7599	-4457
HIF3A	0	-7	7599	-5677
GREM2	0	-7	7599	-5677
KLHL25	0	-5	7599	-1799
TMEM168	0	-4	7599	167
MTMR14	0	-4	7599	167
ZDHHC6	0	-4	7599	167
CPEB1	0	-5	7599	-1799
COPS7B	0	-5	7599	-1799
METTL17	0	-5	7599	-1799
SMURF2	0	-9	7599	-6677
CREB3L2	0	-5	7599	-1799
PORCN	0	-8	7599	-6328
GNPNAT1	0	-7	7599	-5677
MARCHF7	0	-6	7599	-4457
VWA1	0	-7	7599	-5677
CDCP1	0	-9	7599	-6677
MRPL14	0	-4	7599	167
REEP1	0	-6	7599	-4457
ACD	0	-6	7599	-4457
RTN4R	0	-5	7599	-1799
CPLANE1	0	-7	7599	-5677
BRD9	0	-5	7599	-1799
ZFTA	0	-6	7599	-4457
LYNX1	0	-6	7599	-4457
RHPN1-AS1	0	-7	7599	-5677
LRFN4	0	-4	7599	167
DDA1	0	-4	7599	167
CENPM	0	-5	7599	-1799
PVRIG	0	-7	7599	-5677
ALG8	0	-4	7599	167
TMEM223	0	-4	7599	167
METTL16	0	-6	7599	-4457
ELOVL6	0	-5	7599	-1799
DSCC1	0	-5	7599	-1799
DCTPP1	0	-6	7599	-4457
WDR77	0	-5	7599	-1799
TMUB2	0	-4	7599	167
CHAC1	0	-6	7599	-4457
DHX58	0	-5	7599	-1799
FA2H	0	-5	7599	-1799
LILRA6	0	-6	7599	-4457
RBM42	0	-4	7599	167
CENPO	0	-5	7599	-1799
EFHD2	0	-4	7599	167
BRCC3	0	-6	7599	-4457
DCAF10	0	-5	7599	-1799
HMGN5	0	-7	7599	-5677
FCRL2	0	-7	7599	-5677
NOX5	0	-6	7599	-4457
BIRC7	0	-7	7599	-5677
OR51J1	0	-5	7599	-1799
SLC52A2	0	-8	7599	-6328
RNF128	0	-5	7599	-1799
ADIPOR2	0	-6	7599	-4457
ACSS3	0	-6	7599	-4457
TNFAIP8L2	0	-7	7599	-5677
TMEM53	0	-5	7599	-1799
C22orf46	0	-5	7599	-1799
MCPH1	0	-5	7599	-1799
USB1	0	-4	7599	167
PPP1R3B	0	-5	7599	-1799
FN3KRP	0	-8	7599	-6328
SMC6	0	-6	7599	-4457
VTCN1	0	-6	7599	-4457
ZDHHC14	0	-6	7599	-4457
STEAP4	0	-7	7599	-5677
GALNT12	0	-5	7599	-1799
RIOX1	0	-6	7599	-4457
LRRK1	0	-4	7599	167
VPS37B	0	-4	7599	167
THAP9	0	-5	7599	-1799
LIN28A	0	-8	7599	-6328
KCTD17	0	-5	7599	-1799
BBS10	0	-9	7599	-6677
ECHDC3	0	-4	7599	167
ADGB	0	-5	7599	-1799
SNIP1	0	-4	7599	167
MCTP1	0	-5	7599	-1799
SUGCT	0	-5	7599	-1799
SPRING1	0	-6	7599	-4457
ARMC5	0	-6	7599	-4457
HPS6	0	-8	7599	-6328
HAND2-AS1	0	-9	7599	-6677
TTC21B	0	-7	7599	-5677
AGMAT	0	-4	7599	167
PIP4K2C	0	-6	7599	-4457
BORA	0	-5	7599	-1799
TCTN2	0	-6	7599	-4457
RABEP2	0	-4	7599	167
HDAC11	0	-6	7599	-4457
GGNBP2	0	-5	7599	-1799
RPP21	0	-5	7599	-1799
CYBRD1	0	-4	7599	167
TCEAL4	0	-4	7599	167
CNTNAP3	0	-6	7599	-4457
LINC00472	0	-8	7599	-6328
L2HGDH	0	-4	7599	167
ERMP1	0	-4	7599	167
WDR76	0	-5	7599	-1799
GRHL2	0	-6	7599	-4457
POF1B	0	-6	7599	-4457
SVEP1	0	-6	7599	-4457
PLEKHH3	0	-6	7599	-4457
ESRP2	0	-5	7599	-1799
TMEM156	0	-4	7599	167
RMI1	0	-7	7599	-5677
MINDY3	0	-4	7599	167
DGLUCY	0	-4	7599	167
NRSN2	0	-4	7599	167
PGAP1	0	-6	7599	-4457
MZT2B	0	-4	7599	167
BICC1	0	-4	7599	167
PIF1	0	-5	7599	-1799
TRIM46	0	-5	7599	-1799
CCDC170	0	-6	7599	-4457
LRRC8E	0	-5	7599	-1799
ZNF703	0	-6	7599	-4457
