title	gene_symbol.value
XIRP2	XIRP2
SCPEP1	SCPEP1
MGAT5B	MGAT5B
Dock7	DOCK7
LGR6	LGR6
TAF8	TAF8
TANGO2	TANGO2
Deoxyribonuclease_2_beta	DNASE2B
Membrane_bound_o-acyltransferase_domain_containing_2	MBOAT2
EME1	EME1
KIAA1166	ZC4H2
NCAPG	NCAPG
ABCG4	ABCG4
PRDM12	PRDM12
SGSM1	SGSM1
LYRM7	LYRM7
TUBGCP6	TUBGCP6
ACSS2	ACSS2
SENP2	SENP2
UBL5	UBL5
MMS19	MMS19
CACTIN	CACTIN
PRR35	PRR35
IRF2BPL	IRF2BPL
ZFYVE20	RBSN
Naked_cuticle_2	NKD2
GNB4	GNB4
PDLIM2	PDLIM2
RNF114	RNF114
C16orf71	DNAAF8
RGS8	RGS8
NEU4	NEU4
RHPN2	RHPN2
FAM40A	STRIP1
Zinc_finger_protein_439	ZNF439
RNA_binding_protein,_fox-1_homolog_(c._elegans)_3	RBFOX3
DNAJC14	DNAJC14
ROBO3	ROBO3
SEMA4A	SEMA4A
KMT2E	KMT2E
EAF1	EAF1
TFB2M	TFB2M
LRSAM1	LRSAM1
Interleukin_34	IL34
TOR3A	TOR3A
SLC45A3	SLC45A3
C2orf73	C2orf73
BBS5	BBS5
EMID1	EMID1
Schlafen_family_member_13	SLFN13
PRIC285	HELZ2
Kiaa1755	KIAA1755
ABCG5	ABCG5
Doublecortin_like_kinase_3	DCLK3
MICALL1	MICALL1
EPS15L1	EPS15L1
AFAP1	AFAP1
Multidrug_and_toxin_extrusion_protein_2	SLC47A2
CHMP4B	CHMP4B
KMT2C	KMT2C
TMEM18	TMEM18
MYL7	MYL7
Nucleoporin_35	NUP35
FAM60A	SINHCAF
Relaxin/insulin-like_family_peptide_receptor_1	RXFP1
STARD13	STARD13
DUSP15	DUSP15
HPS4	HPS4
LMLN	LMLN
MYOZ1	MYOZ1
IL22RA1	IL22RA1
TMEM150	TMEM150A
ALG2	ALG2
MLST8	MLST8
Dipeptidase_3	DPEP3
MYLK2	MYLK2
Coiled-coil_domain_containing_74a	CCDC74A
Kelch-like_protein_12	KLHL12
Zinc_finger_homeobox_2	ZFHX2
BPIFA3	BPIFA3
ALOXE3	ALOXE3
CD300LF	CD300LF
ZNF350	ZNF350
CNTNAP4	CNTNAP4
PJA1	PJA1
CARD9	CARD9
SIGIRR	SIGIRR
TMEM8A	PGAP6
Naked_cuticle_1	NKD1
POPDC3	POPDC3
PDF_(gene)	PDF
C17orf50	C17orf50
PLEKHA1	PLEKHA1
RBM25	RBM25
PIGU	PIGU
TOM1L2	TOM1L2
DIS3L2	DIS3L2
DNAJC1	DNAJC1
ERAP2	ERAP2
JAM2	JAM2
IL1F10	IL1F10
SLAMF7	SLAMF7
GPR61	GPR61
NFKBID	NFKBID
BRK1	BRK1
ZGPAT	ZGPAT
TMEM25	TMEM25
TMTC4	TMTC4
Zinc_finger_bed-type_containing_5	ZBED5
KIRREL3	KIRREL3
Mpv17_mitochondrial_inner_membrane_protein_like_2	MPV17L2
Trinucleotide_repeat_containing_18	TNRC18
FAM73B	MIGA2
CREB/ATF_bZIP_transcription_factor	CREBZF
GPR174	GPR174
PECR	PECR
CEP89	CEP89
HAVCR2	HAVCR2
MYPN	MYPN
AIFM2	AIFM2
BDP1	BDP1
C22orf23	C22orf23
KRBA1	KRBA1
SPPL2A	SPPL2A
NFATC2IP	NFATC2IP
DOK5	DOK5
PPP2R2D	PPP2R2D
Major_facilitator_superfamily_domain-containing_protein_9	MFSD9
UBAP2	UBAP2
CAND1	CAND1
Cationic_amino_acid_transporter_3	SLC7A3
IL17RC	IL17RC
MFSD2	MFSD2A
UTP6	UTP6
MS4A7	MS4A7
CADM3	CADM3
C1orf198	C1orf198
Diacylglycerol_O-acyltransferase_2	DGAT2
Tetraspanin_10	TSPAN10
EAF2	EAF2
SPZ1	SPZ1
TRIM55	TRIM55
PLXDC2	PLXDC2
KDM3A	KDM3A
PAG1	PAG1
RIOX2	RIOX2
St6_beta-galactoside_alpha-2,6-sialyltransferase_2	ST6GAL2
CMTM2	CMTM2
SPATA7	SPATA7
HES7_gene	HES7
NLRC4	NLRC4
WFDC1	WFDC1
ZNF71	ZNF71
Androgen-dependent_tfpi-regulating_protein	ADTRP
PTBP2	PTBP2
Zinc_finger_protein_347	ZNF347
R-spondin_3	RSPO3
USE1	USE1
SLITRK2	SLITRK2
USMG5	ATP5MK
PEN-2	PSENEN
GPR128	ADGRG7
CTDSP1	CTDSP1
Zinc_finger_ccch-type_containing_10	ZC3H10
Ubiquitin_specific_peptidase_38	USP38
SRPRB	SRPRB
ZP4	ZP4
RETNLB	RETNLB
Netrin_G2	NTNG2
TAF3	TAF3
Electrogenic_sodium_bicarbonate_cotransporter_4	SLC4A5
ZNF469	ZNF469
Lon_peptidase_2,_peroxisomal	LONP2
PLCD4	PLCD4
Hemicentin_1	HMCN1
Transmembrane_and_tetratricopeptide_repeat_containing_1	TMTC1
LINGO1	LINGO1
PTPN5	PTPN5
TUBA1C	TUBA1C
RAB34	RAB34
EAPP	EAPP
FCRLA	FCRLA
TBC1D10A	TBC1D10A
CENPN	CENPN
RSPH3	RSPH3
CENPJ	CENPJ
Kruppel_like_factor_16	KLF16
CYP4F11	CYP4F11
SELS_(gene)	SELENOS
ORAI1	ORAI1
XB130	AFAP1L2
KCNK16	KCNK16
CRACR2A	CRACR2A
TTBK1	TTBK1
PARP10	PARP10
TBRG1	TBRG1
AGBL4	AGBL4
VPS11	VPS11
CDCA7	CDCA7
TRIM52	TRIM52
MYO18B	MYO18B
GJA10	GJA10
FITM2	FITM2
SLX4IP	SLX4IP
Fibrinogen_c_domain_containing_1	FIBCD1
UDP-xylose_and_UDP-N-acetylglucosamine_transporter	SLC35B4
Zinc_finger_protein_395	ZNF395
PPP1R9B	PPP1R9B
GSDMB	GSDMB
PSRC1	PSRC1
LRP11	LRP11
LOXL3	LOXL3
FAM104A	FAM104A
SLC22A11	SLC22A11
ACOT13	ACOT13
Prokineticin_receptor_2	PROKR2
HINT2	HINT2
CST9L	CST9L
ALG10	ALG10
FIZ1_(gene)	FIZ1
KIZ_(gene)	KIZ
ASH1L	ASH1L
Ethylmalonyl-CoA_decarboxylase	ECHDC1
CBWD1	CBWD1
Protein_BEX1	BEX1
TRIM63	TRIM63
HDAC8	HDAC8
PCGF1	PCGF1
FAM222A	FAM222A
Zinc_finger_protein_577	ZNF577
LMO3	LMO3
Osteoclast_stimulatory_transmembrane_protein	OCSTAMP
CBX2_(gene)	CBX2
GABRQ	GABRQ
TMEM126B	TMEM126B
GTPBP3	GTPBP3
GPRC5C	GPRC5C
ATOH8_(gene)	ATOH8
FAM136A	FAM136A
KDM2B	KDM2B
LNX1	LNX1
CSTL1	CSTL1
DBNDD2	DBNDD2
UNC45A	UNC45A
THSD1	THSD1
Actin_related_protein_10_homolog	ACTR10
TMEM165	TMEM165
PBK_(gene)	PBK
Protein_BEX2	BEX2
UTP4	UTP4
Glutamic--pyruvic_transaminase_2	GPT2
CNDP1	CNDP1
DEFB103A	DEFB103B
PLEKHA8	PLEKHA8
MESP1	MESP1
AFAP1-AS1	AFAP1-AS1
COX4I2	COX4I2
KIAA0515	PRRC2B
DIRC2	SLC49A4
OR6N1	OR6N1
FERMT3	FERMT3
ZMIZ2	ZMIZ2
Dynein,_axonemal,_heavy_chain_14	DNAH14
HIST3H2BB	H2BU1
C12orf66	KICS2
TUBA4B	TUBA4B
ZNF703	ZNF703
OR10Z1	OR10Z1
DCP1A	DCP1A
MPGES-2	PTGES2
NRIP2	NRIP2
CCDC3	CCDC3
ZC3H12A	ZC3H12A
IFT20	IFT20
TEKT1	TEKT1
H2AFB3	H2AB3
C12orf60	C12orf60
Zinc_finger_protein_648	ZNF648
FAM167A	FAM167A
OR10T2	OR10T2
ABHD18	ABHD18
ZNF664	ZNF664
Zinc_finger_protein_684	ZNF684
Methyl-cpg_binding_domain_protein_5	MBD5
TLN2	TLN2
MBNL3	MBNL3
HMGB4	HMGB4
ALG10B	ALG10B
JAM3	JAM3
MAP3K19	MAP3K19
FAM57B	TLCD3B
CALN1	CALN1
GRWD1	GRWD1
PIF1_5'-to-3'_DNA_helicase	PIF1
SESN2	SESN2
BMF_(gene)	BMF
CRISPLD2	CRISPLD2
L3MBTL2	L3MBTL2
LRRC8E	LRRC8E
CENPT	CENPT
ChGn	CSGALNACT1
OR2AJ1	OR2AJ1
OR10X1	OR10X1
C1orf131	C1orf131
Src_homology_2_domain_containing_f	SHF
DCAF15	DCAF15
Chromosome_1_open_reading_frame_162	C1orf162
FRAS1	FRAS1
OR2B11	OR2B11
MED30	MED30
ATP6V1E2	ATP6V1E2
LMBRD1	LMBRD1
EXOC2	EXOC2
KRT80	KRT80
E2F7	E2F7
Ligand-dependent_nuclear_receptor-interacting_factor_1	LRIF1
Proline_rich_11	PRR11
TRAPPC9	TRAPPC9
SCN3B	SCN3B
NAA15	NAA15
ZNF160	ZNF160
ATG10	ATG10
CACNA2D3	CACNA2D3
APOA1BP	NAXE
FAM107B	FAM107B
VCPIP1	VCPIP1
CPNE8	CPNE8
A2ML1	A2ML1
MRPL55	MRPL55
ARL8A	ARL8A
GADD45GIP1	GADD45GIP1
GJB4	GJB4
Cysteine_rich_secretory_protein_lccl_domain_containing_1	CRISPLD1
FAM63A	MINDY1
MCFD2	MCFD2
LRRC39	LRRC39
OR6P1	OR6P1
KLF17	KLF17
Ring_finger_protein_19B	RNF19B
Multiple_c2_domains,_transmembrane_2	MCTP2
ASRGL1	ASRGL1
CD99L2	CD99L2
MLIP_(gene)	MLIP
YPEL3	YPEL3
OR6K6	OR6K6
SYT2	SYT2
ITCH	ITCH
Alpha_1,3-galactosyltransferase_2	A3GALT2
UHMK1	UHMK1
EDARADD	EDARADD
RIOK1	RIOK1
DYNLRB1	DYNLRB1
C1orf122	C1orf122
METTL2B	METTL2B
ST6GALNAC1	ST6GALNAC1
CENTA2	ADAP2
TDP1	TDP1
EDC3	EDC3
FOXJ2	FOXJ2
ABI_gene_family_member_3	ABI3
ARID5B	ARID5B
Chromosome_6_open_reading_frame_203	MTRES1
NETO1	NETO1
C2orf16	C2orf16
ASCC2	ASCC2
PDZD11	PDZD11
NT5C3	NT5C3A
ULBP1	ULBP1
IGF2_antisense_RNA	IGF2-AS
MARCH2	MARCHF2
SPATC1L	SPATC1L
C21orf58	C21orf58
Protein_pigeon_homolog	GSAP
ULBP2	ULBP2
TMEM126A	TMEM126A
A4GALT	A4GALT
COASY	COASY
LOXL4	LOXL4
MRPL37	MRPL37
PPP1R1B	PPP1R1B
SYT3	SYT3
MAF1	MAF1
TMEM117	TMEM117
FAM203B	HGH1
RIPK4	RIPK4
KAT8	KAT8
SPRY4	SPRY4
TMEM216	TMEM216
CRIM1	CRIM1
KCNIP4	KCNIP4
CLIC6	CLIC6
ANTXR1	ANTXR1
SLITRK6	SLITRK6
BPI_fold-containing_family_B_member_2	BPIFB2
TRAF3IP3	TRAF3IP3
USP48	USP48
Chromosome_19_open_reading_frame_44	C19orf44
TMEM69	TMEM69
ZNF644	ZNF644
MYH16_gene	MYH16
ADAM33	ADAM33
POLR1B	POLR1B
NBPF3	NBPF3
SGIP1	SGIP1
Glucose-6-phosphate_exchanger_SLC37A1	SLC37A1
PIGP	PIGP
RBM11	RBM11
RNASEH2C	RNASEH2C
TCHP	TCHP
MLSTD2	FAR1
PHF20	PHF20
PUS1	PUS1
CEP70	CEP70
Chromatin_accessibility_complex_1	CHRAC1
Zinc_finger_protein_541	ZNF541
POLE3	POLE3
Coiled-coil_domain-containing_protein_135	DRC7
WDR24	WDR24
PAIP2	PAIP2
MRPL30	MRPL30
LDOC1L	RTL6
CAMKK1	CAMKK1
SBF2	SBF2
DNAJC5	DNAJC5
FAM178B	FAM178B
PBDC1	PBDC1
OR12D3	OR12D3
SLA2	SLA2
ZNF219	ZNF219
MIS18A	MIS18A
MINDY4	MINDY4
MEX3B	MEX3B
WNT10A	WNT10A
PCBP3	PCBP3
MZB1	MZB1
MED10	MED10
RNF146	RNF146
PNPLA3	PNPLA3
Bromodomain_and_WD_repeat-containing_protein_1	BRWD1
RGPD5	RGPD5
TBC1D3	TBC1D3F
GLRX5	GLRX5
ABTB1	ABTB1
MFSD7	SLC49A3
CPSF2	CPSF2
LRRC8C	LRRC8C
FAM3B	FAM3B
TXNDC2	TXNDC2
NLRC5	NLRC5
MGC3207	MRI1
OSTbeta	SLC51B
CCBE1	CCBE1
Zinc_finger_protein_101	ZNF101
Thymic_stromal_lymphopoietin	TSLP
SOCS4	SOCS4
CPA5	CPA5
RSPH1	RSPH1
KRT25	KRT25
TC2N	TC2N
Tweety_family_member_2	TTYH2
NOTUM_(gene)	NOTUM
TSPYL5_(gene)	TSPYL5
WIPF2	WIPF2
SLC25A29	SLC25A29
WNT3A	WNT3A
PIGS_(gene)	PIGS
ABCG8	ABCG8
DIXDC1	DIXDC1
REG3G	REG3G
Mitochondrial_ferritin	FTMT
Desmoglein-4	DSG4
DEGS2	DEGS2
SCIN	SCIN
SENP8	SENP8
ADSSL1_(gene)	ADSS1
TTC8	TTC8
Ormdl_sphingolipid_biosynthesis_regulator_3	ORMDL3
KLC3	KLC3
CLEC6A	CLEC6A
RHBDF1	RHBDF1
OR11H6	OR11H6
MTFMT	MTFMT
LEO1	LEO1
PAXBP1	PAXBP1
Sodium/potassium/calcium_exchanger_4	SLC24A4
ACOT4	ACOT4
GFM1	GFM1
ATPIF1	ATP5IF1
SFXN1	SFXN1
CGB7	CGB7
RAB17	RAB17
Zinc_finger_protein_784	ZNF784
Ormdl_sphingolipid_biosynthesis_regulator_1	ORMDL1
OR4L1	OR4L1
TNKS1BP1	TNKS1BP1
OR4K14	OR4K14
FRMD6	FRMD6
C19orf18	C19orf18
SYAP1	SYAP1
GPHB5	GPHB5
OR9A4	OR9A4
TMC8	TMC8
SSH2	SSH2
SYTL4	SYTL4
Cilia_and_flagella_associated_protein_74	CFAP74
CMTM3	CMTM3
FAM104B	FAM104B
SPC24	SPC24
TNS4	TNS4
GAL3ST3	GAL3ST3
OR4D2	OR4D2
Epithelial_stromal_interaction_1	EPSTI1
ZNF598	ZNF598
PLA2G4E_(gene)	PLA2G4E
ZFYVE19	ZFYVE19
SLC25A46	SLC25A46
ABCC12	ABCC12
SAT2	SAT2
Obscurin	OBSCN
PYGO2	PYGO2
ESAM_(gene)	ESAM
CDYL2	CDYL2
SPRTN	SPRTN
Derlin-3	DERL3
FOXQ1	FOXQ1
NOXO1	NOXO1
FNIP1	FNIP1
TMEM219	TMEM219
Viperin	RSAD2
REG4	REG4
SNAG1	SNX18
Musashi-2	MSI2
MRAP2	MRAP2
SYTL1	SYTL1
Interleukin_33	IL33
EGLN2	EGLN2
SERAC1	SERAC1
TRIM41	TRIM41
GPR98	ADGRV1
FMNL3	FMNL3
MYL12B	MYL12B
PPP1R14A	PPP1R14A
ABCC10	ABCC10
Ccdc78	CCDC78
CREB3L1	CREB3L1
Sodium_bicarbonate_transporter-like_protein_11	SLC4A11
GPR139	GPR139
RELT	RELT
STK40	STK40
LRRC50	DNAAF1
PRRT2	PRRT2
MASTL	MASTL
KCNK17	KCNK17
RAB2B	RAB2B
Spla/ryanodine_receptor_domain_and_socs_box_containing_3	SPSB3
LOC124220	ZG16B
Transmembrane_protein_222	TMEM222
ITFG3	FAM234A
KREMEN1	KREMEN1
DHX57	DHX57
SESTD1	SESTD1
SIGLEC10	SIGLEC10
Cingulin-like_protein_1	CGNL1
CCDC8	CCDC8
STARD3NL	STARD3NL
FAM172A	FAM172A
RP11-217H1.1	MAGT1
Ceramide_synthase_5	CERS5
KIRREL2	KIRREL2
Cytoskeleton_regulator_RNA	CYTOR
LSM10	LSM10
JUB_(gene)	AJUBA
HSF5	HSF5
H2AFV	H2AZ2
FGD3	FGD3
HN1L	JPT2
CTTNBP2	CTTNBP2
RDH13	RDH13
TEX35	TEX35
GSG2	HASPIN
HDHD2	HDHD2
ARHGAP11B	ARHGAP11B
CORO6	CORO6
TP53INP1	TP53INP1
ATG4D	ATG4D
SEPT12	SEPTIN12
NAV2	NAV2
C1orf94	C1orf94
Testis_specific_serine_kinase_1b	TSSK1B
STS-1_(gene)	UBASH3B
NIPA1	NIPA1
TGS1	TGS1
NAV1	NAV1
C16orf78	C16orf78
TMEM67	TMEM67
Tm2_domain_containing_1	TM2D1
EGLN3	EGLN3
EIF2A	EIF2A
Zinc_finger_protein_502	ZNF502
HDAC10	HDAC10
CHRFAM7A	CHRFAM7A
DPP9	DPP9
ZNRF1	ZNRF1
Acyl-coa_synthetase_medium_chain_family_member_2a	ACSM2A
IMMP2L	IMMP2L
MMP25	MMP25
ZFP106	ZNF106
MRPS25	MRPS25
TMEM155	TMEM155
XPNPEP3	XPNPEP3
SYNPR	SYNPR
SLC17A9_(gene)	SLC17A9
SLC9B2	SLC9B2
MUTED	BLOC1S5
Artemis_(protein)	DCLRE1C
NAPB	NAPB
H1FOO	H1-8
ELMO2	ELMO2
IL31RA	IL31RA
Bridging_integrator_3	BIN3
MTMR14	MTMR14
LINC01590	LINC01590
VIPAS39	VIPAS39
GNPDA2	GNPDA2
Nuclear_prelamin_A_recognition_factor_like	CIAO3
LSMEM2	LSMEM2
GMCL1	GMCL1
INF2	INF2
Aminoadipate-semialdehyde_dehydrogenase	AASDH
PABPC4L	PABPC4L
Rex1	ZFP42
FKBPL	FKBPL
AKTIP	AKTIP
SH2D4A	SH2D4A
POLR1E	POLR1E
CENTD3	ARAP3
GALNT11	GALNT11
SIL1	SIL1
WBSCR17	GALNT17
IKZF4	IKZF4
Zinc_finger_and_scan_domain_containing_4	ZSCAN4
Family_with_sequence_similarity_111_member_a	FAM111A
THADA_(gene)	THADA
CMAS_(gene)	CMAS
RGS18	RGS18
HHIP	HHIP
UBE2O	UBE2O
Kelch-like_protein_25	KLHL25
Schizophrenia_disorder_10_(periodic_catatonia)	SCZD10
RNF123	RNF123
MPP5	PALS1
SUDS3	SUDS3
APBA2BP	NECAB3
PPARGC1B	PPARGC1B
Gdnf-inducible_zinc_finger_protein_1	GZF1
CHTF18	CHTF18
EXOC4	EXOC4
TMEM241	TMEM241
MRPS35	MRPS35
USP44	USP44
FSCB	FSCB
WDR75	WDR75
FTS_and_Hook-interacting_protein	FHIP1B
Zinc_finger_protein_394	ZNF394
QRICH2	QRICH2
PRAM1	PRAM1
PPIL4	PPIL4
TGIF2	TGIF2
MIR22HG	MIR22HG
PCBD2	PCBD2
FAM83A	FAM83A
CCDC55	NSRP1
SHANK3	SHANK3
RBM17	RBM17
UTP15	UTP15
USP42	USP42
PAQR8	PAQR8
AASDHPPT	AASDHPPT
CCDC90B	CCDC90B
HIST1H2AH	H2AC12
AVPI1	AVPI1
Pyroglutamylated_RFamide_peptide_receptor	QRFPR
HORMAD1	HORMAD1
PCGF6	PCGF6
FASTKD5	FASTKD5
TKTL2	TKTL2
Sodium/bile_acid_cotransporter_7	SLC10A7
MYCBPAP_(gene)	MYCBPAP
Protein_FAM186B	FAM186B
COX14	COX14
BACH2	BACH2
EVA1A	EVA1A
ANKRD27	ANKRD27
RAB6C	RAB6C
REPS1	REPS1
ARHGAP19	ARHGAP19
ENKD1	ENKD1
HIST1H2BK	H2BC12
Choline_transporter	SLC5A7
Leucine-rich_repeats_and_iq_motif_containing_1	LRRIQ1
TOMM40L	TOMM40L
UBL7	UBL7
SAV1	SAV1
ELOVL5	ELOVL5
Ectodysplasin_A2_receptor	EDA2R
HAPLN2	HAPLN2
NIF3L1	NIF3L1
RERG	RERG
HPSE2	HPSE2
CEP78	CEP78
KBTBD7	KBTBD7
Mitochondrial_thiamine_pyrophosphate_carrier	SLC25A19
ANKFY1	ANKFY1
DEPDC1B	DEPDC1B
Mitochondrial_2-oxodicarboxylate_carrier	SLC25A21
PAPLN	PAPLN
HR_(gene)	HR
RTCB	RTCB
PCID2	PCID2
OR10A7	OR10A7
MMEL1	MMEL1
THAP2	THAP2
BCL2L12	BCL2L12
THOC5	THOC5
RHCG	RHCG
Deltex_e3_ubiquitin_ligase_3	DTX3
Anoctamin_6	ANO6
ZNF367	ZNF367
ANAPC5	ANAPC5
STEAP3	STEAP3
TMEM143	TMEM143
AMOTL2	AMOTL2
T_cell_receptor_beta_constant_1	TRBC1
TMEM47	TMEM47
SEC16B	SEC16B
Zinc_finger_protein_107	ZNF107
UBE2J1	UBE2J1
OR2AP1	OR2AP1
Multidrug_and_toxin_extrusion_protein_1	SLC47A1
SLC15A4	SLC15A4
Protein_phosphatase_1_regulatory_subunit_12c	PPP1R12C
T_cell_receptor_beta_constant_2	TRBC2
HIST4H4	H4-16
OR10AD1	OR10AD1
USP40	USP40
LIMA1	LIMA1
Hippocalcin-like_protein_4	HPCAL4
NUDT12	NUDT12
NEIL3	NEIL3
Zinc_finger_c3h1-type_containing	ZFC3H1
ADCY4	ADCY4
MAGEC2	MAGEC2
MFRP	MFRP
HSD17B7	HSD17B7
PDXK	PDXK
OR13A1	OR13A1
REV1	REV1
SOX7	SOX7
FAM227B	FAM227B
DCP1B	DCP1B
CAMK1	CAMK1
AEBP2	AEBP2
HIKESHI	HIKESHI
RASSF5	RASSF5
ADI1	ADI1
KRT78	KRT78
KIRREL	KIRREL1
GPR89B	GPR89B
IRX3	IRX3
Snai3_antisense_rna_1	SNAI3-AS1
TPH2	TPH2
IRX1	IRX1
KRT24	KRT24
LCTL	LCTL
LSM1	LSM1
Solute_carrier_organic_anion_transporter_family_member_3A1	SLCO3A1
NEDD1	NEDD1
PIR_(gene)	PIR
ANAPC7	ANAPC7
RHOT2	RHOT2
POLK	POLK
SNX9	SNX9
PRKAG2	PRKAG2
FCN3	FCN3
Haloacid_dehalogenase_like_hydrolase_domain_containing_5	HDHD5
UQCC	UQCC1
KRT74	KRT74
RTP3_(gene)	RTP3
LHX4	LHX4
Sialic_acid-binding_Ig-like_lectin_12	SIGLEC12
LGR5	LGR5
SFMBT1	SFMBT1
TSHZ3	TSHZ3
YARS	YARS1
UBE1L2	UBA6
TRAV12-2	TRAV12-2
RMST_(gene)	RMST
YY1AP1	YY1AP1
UNQ1887	SPPL3
ZNF687	ZNF687
PTPLAD1	HACD3
MAATS1	CFAP91
TH1L	NELFCD
FATE1	FATE1
CYP4F2	CYP4F2
KMO_(gene)	KMO
TRERF1	TRERF1
PAOX	PAOX
OR10P1	OR10P1
OGFOD1	OGFOD1
PRRX2	PRRX2
Zinc_finger_protein_557	ZNF557
VPS18	VPS18
OR56B4	OR56B4
Additional_sex_combs_like_2,_transcriptional_regulator	ASXL2
Leucine_carboxyl_methyltransferase_1	LCMT1
BHLHB2	BHLHE40
CCM2	CCM2
Coiled-Coil_Domain_Containing_Protein_–_25	CCDC25
IHPK2	IP6K2
OR5H2	OR5H2
FCHSD1	FCHSD1
PGAM5	PGAM5
ELP2	ELP2
FGD4	FGD4
PCYOX1	PCYOX1
MOB1A	MOB1A
Relaxin/insulin-like_family_peptide_receptor_2	RXFP2
ADCY10	ADCY10
TRIM15	TRIM15
Cancer_susceptibility_1	DNAI7
OR5H6	OR5H6
DDX41	DDX41
ARID2	ARID2
YTHDF2	YTHDF2
Mixed_lineage_kinase_domain_like_pseudokinase	MLKL
SMU1	SMU1
PPAPDC1A	PLPP4
ZFYVE27	ZFYVE27
TAS2R50	TAS2R50
TAS2R30	TAS2R30
TAS2R12	TAS2R12P
TAS2R45	TAS2R45
TAS2R31	TAS2R31
TAS2R40	TAS2R40
HPS3	HPS3
DIS3L	DIS3L
CFAP299	CFAP299
VXN	VXN
Interleukin-23_receptor	IL23R
TAS2R46	TAS2R46
Epigen	EPGN
TAS2R43	TAS2R43
TMCO4	TMCO4
OR6C3	OR6C3
PM20D1	PM20D1
AKT1S1	AKT1S1
Collagen_triple_helix_repeat_containing_1	CTHRC1
ANTXR2	ANTXR2
SRARP	SRARP
PRAP1	PRAP1
FOXP4	FOXP4
GFM2	GFM2
Ankyrin_repeat_domain_22	ANKRD22
STEAP2	STEAP2
LYSMD3	LYSMD3
LRRC57	LRRC57
KIR3DL3	KIR3DL3
SYVN1	SYVN1
RAB11FIP4	RAB11FIP4
HOOK3	HOOK3
MMP21	MMP21
FANCD2OS	FANCD2OS
TAS2R19	TAS2R19
RASGRP4	RASGRP4
GSTO2	GSTO2
B3GALNT2	B3GALNT2
CLDN19	CLDN19
GPR62	GPR62
ARL11	ARL11
Elmo_domain_containing_2	ELMOD2
TWIST2	TWIST2
TAC4	TAC4
Zinc_transporter_7	SLC30A7
ANKK1	ANKK1
MAGI3	MAGI3
SSC4D	SSC4D
RC3H1	RC3H1
CALHM1	CALHM1
PHYHIPL	PHYHIPL
LRRC3B	LRRC3B
OR2T6	OR2T6
OSR2_(gene)	OSR2
HHIPL1	HHIPL1
TAS2R41	TAS2R41
MAML2	MAML2
RasGEF_domain_family_member_1C	RASGEF1C
Exosome_component_6	EXOSC6
MPLKIP	MPLKIP
PCGF5	PCGF5
NPHP4	NPHP4
GLIS1	GLIS1
PARD3B	PARD3B
TRIM6	TRIM6
CCDC151	ODAD3
MFSD4A	MFSD4A
TSR3	TSR3
BNIPL	BNIPL
DHRS1	DHRS1
Coiled-coil_domain_containing_17	CCDC17
CARD11	CARD11
DOT1L	DOT1L
MKI67IP	NIFK
MUCL1	MUCL1
COG8	COG8
RFFL	RFFL
FRA10AC1	FRA10AC1
CYP4X1	CYP4X1
GPR123	ADGRA1
MCOLN2	MCOLN2
EVI5L	EVI5L
EXOC8	EXOC8
KIAA1826	MSANTD4
FAM163A	FAM163A
FRMPD3	FRMPD3
FAM210B	FAM210B
PIK3AP1	PIK3AP1
Olfactomedin_3	OLFM3
OR1L4	OR1L4
KLHDC3	KLHDC3
TAS2R20	TAS2R20
RAB3C	RAB3C
C15orf48	C15orf48
BRSK1	BRSK1
SNX26	ARHGAP33
Shisa_family_member_4	SHISA4
BATF2	BATF2
Fam78b	FAM78B
NSFL1C	NSFL1C
NKRF_(gene)	NKRF
GRASP65	GORASP1
BCAP29	BCAP29
HVCN1	HVCN1
OR2A14	OR2A14
WDR36	WDR36
Major_facilitator_superfamily_domain_containing_14a	MFSD14A
C16orf58	RUSF1
PCDHB7	PCDHB7
BAIAP2L1	BAIAP2L1
RAET1E	RAET1E
CTTNBP2NL	CTTNBP2NL
DMAP1	DMAP1
B3GAT2	B3GAT2
PrimPol	PRIMPOL
NUCKS1	NUCKS1
MTPN	MTPN
ACOT12	ACOT12
PCDHB11	PCDHB11
SEPT3	SEPTIN3
OR2F2	OR2F2
TEX11	TEX11
NCOA7	NCOA7
NOBOX	NOBOX
OR9A2	OR9A2
LANCL2	LANCL2
PDGFC	PDGFC
ANAPC1	ANAPC1
Coiled-coil_domain_containing_115	CCDC115
Kelch-like_protein_7	KLHL7
Zinc_finger_protein_786	ZNF786
CPEB1	CPEB1
ZBED3	ZBED3
SULF2	SULF2
CSMD1	CSMD1
PCDHB3	PCDHB3
PCDHA12	PCDHA12
SSMEM1	SSMEM1
KLF14	KLF14
COPS7B	COPS7B
PACRG	PACRG
SMYD3	SMYD3
NOM1	NOM1
RCC2	RCC2
TAAR1	TAAR1
PCDHB9	PCDHB9
UQCC2	UQCC2
Cdc42_effector_protein_5	CDC42EP5
NUDCD2	NUDCD2
ALG1	ALG1
TMPRSS3	TMPRSS3
C1orf74	C1orf74
UNKL	UNKL
PCDHB14	PCDHB14
NDUFA12	NDUFA12
PCDHGA11	PCDHGA11
OR6B1	OR6B1
Motile_sperm_domain_containing_3	MOSPD3
Pikachurin	EGFLAM
STARD4	STARD4
PDIA2	PDIA2
PCDHB13	PCDHB13
PCDHB10	PCDHB10
SIX5	SIX5
SYT6	SYT6
C7orf57	C7orf57
VPS25	VPS25
